ADA Accessible,ansi usable,city,congressional district,county,date,history.status,history.type,id,line 1,line 2,owned or leased,parking spaces,region id,state,status,type,zip
Will Conform,15000,FRAMINGHAM,5,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5915,1 CLARKS HL, ,LEASED,1,1,MA,ACTIVE,BUILDING,17028172
Yes,7151,LAKEVILLE,4,PLYMOUTH,5-May-08,Not Evaluated,Field Not In Use,MA5917,30 RIVERSIDE DR, ,LEASED,19,1,MA,ACTIVE,BUILDING,23473629
Yes,8140,SALEM,6,ESSEX,0,Not Evaluated,Field Not In Use,MA5918,10 FEDERAL STREET, ,LEASED,9,1,MA,ACTIVE,BUILDING,19703860
Yes,6686,WAKEFIELD,6,MIDDLESEX,1-Nov-08,Not Evaluated,Field Not In Use,MA5930,401 EDGEWATER PLACE, ,LEASED,14,1,MA,ACTIVE,BUILDING,18806201
Yes,1097,SUTTON,2,WORCESTER,2-Nov-07,Not Evaluated,Field Not In Use,MA5932,9 MAIN ST, ,LEASED,7,1,MA,ACTIVE,BUILDING,15901660
Yes,4191,ANDOVER,3,ESSEX,25-Jun-09,Not Evaluated,Field Not In Use,MA5935,138 RIVER ROAD, ,LEASED,18,1,MA,ACTIVE,BUILDING,18101072
Yes,2139,BURLINGTON,6,MIDDLESEX,1-Jan-86,Not Evaluated,Field Not In Use,MA5937,50 BURLINGTON MALL ROAD, ,LEASED,5,1,MA,ACTIVE,BUILDING,18034537
Yes,2500,HANSON,9,PLYMOUTH,15-Feb-08,Not Evaluated,Field Not In Use,MA5938,22 COMMERCIAL WAY, ,LEASED,0,1,MA,ACTIVE,BUILDING,23411527
Yes,27449,LAWRENCE,3,ESSEX,8-Jun-09,Not Evaluated,Field Not In Use,MA5939,2 MILL STREET, ,LEASED,87,1,MA,ACTIVE,BUILDING,18401602
Yes,6630,BOSTON,7,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5941,4238 Washington Street, ,LEASED,1,1,MA,ACTIVE,BUILDING,21311732
Yes,3422,HYANNIS,9,BARNSTABLE,23-Feb-10,Not Evaluated,Field Not In Use,MA5942,75 PERSEVERANCE WAY, ,LEASED,0,1,MA,ACTIVE,BUILDING,26011816
Yes,2400,FAIRHAVEN,9,BRISTOL,12-Mar-09,Not Evaluated,Field Not In Use,MA5944,67 HUTTLESTON AVE, ,LEASED,15,1,MA,ACTIVE,BUILDING,27193156
Yes,15120,SOMERVILLE,7,MIDDLESEX,1-Apr-78,Not Evaluated,Field Not In Use,MA5947,44-48 THIRD AVENUE, ,LEASED,42,1,MA,ACTIVE,BUILDING,21434450
Yes,2171,SPRINGFIELD,1,HAMPDEN,1-Mar-97,Not Evaluated,Field Not In Use,MA5954,1414 MAIN ST, ,LEASED,7,1,MA,ACTIVE,BUILDING,11447000
Yes,11987,BROCKTON,8,PLYMOUTH,1-Jan-09,Not Evaluated,Field Not In Use,MA5955,120 LIBERTY ST, ,LEASED,70,1,MA,ACTIVE,BUILDING,23015521
Yes,4450,WILMINGTON,6,MIDDLESEX,1-Jan-90,Not Evaluated,Field Not In Use,MA5957,300 BALLARDVALE ST, ,LEASED,14,1,MA,ACTIVE,BUILDING,18871012
Yes,10621,MALDEN,5,MIDDLESEX,1-Jan-10,Not Evaluated,Field Not In Use,MA5958,192-194 COMMERCIAL STREET, ,LEASED,1,1,MA,ACTIVE,BUILDING,21486709
Yes,12364,CAMBRIDGE,5,MIDDLESEX,30-Jul-09,Not Evaluated,Field Not In Use,MA5964,10 FAWCETT STREET, ,LEASED,1,1,MA,ACTIVE,BUILDING,21381172
Yes,4976,BRIDGEWATER,8,PLYMOUTH,15-Jan-01,Not Evaluated,Field Not In Use,MA5965,ONE LAKESHORE CENTER, ,LEASED,28,1,MA,ACTIVE,BUILDING,23241065
Yes,7318,MILFORD,4,WORCESTER,25-Sep-09,Not Evaluated,Field Not In Use,MA5974,100 MEDWAY RD, ,LEASED,20,1,MA,ACTIVE,BUILDING,17572923
Yes,1112,SPRINGFIELD,1,HAMPDEN,1-Nov-09,Not Evaluated,Field Not In Use,MA5977,1350 MAIN STREET, ,LEASED,0,1,MA,ACTIVE,BUILDING,11031628
Yes,15519,BOSTON,8,SUFFOLK,15-Aug-09,Not Evaluated,Field Not In Use,MA5980,51 SLEEPER ST, ,LEASED,0,1,MA,ACTIVE,BUILDING,22101276
Yes,20178,SPRINGFIELD,1,HAMPDEN,8-Oct-09,Not Evaluated,Field Not In Use,MA5982,1550 MAIN ST, ,LEASED,30,1,MA,ACTIVE,BUILDING,11031413
Yes,5000,BOSTON,8,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5983,7 DRYDOCK AVE, ,LEASED,15,1,MA,ACTIVE,BUILDING,22102303
Yes,4191,WORCESTER,2,WORCESTER,0,Not Evaluated,Field Not In Use,MA5984,370 MAIN ST,7th Floor,LEASED,1,1,MA,ACTIVE,BUILDING,16081708
Yes,4085,NORTH ADAMS,1,BERKSHIRE,0,Not Evaluated,Field Not In Use,MA5986,96 MARSHALL ST, ,LEASED,1,1,MA,ACTIVE,BUILDING,12472454
Yes,2360,BOYLSTON,2,WORCESTER,7-Jun-10,Not Evaluated,Field Not In Use,MA5989,140 SHREWSBURY ST, ,LEASED,15,1,MA,ACTIVE,BUILDING,15051723
Yes,12641,FALMOUTH,9,BARNSTABLE,25-Jun-99,Not Evaluated,Field Not In Use,MA5991,25 BERNARD E ST JEAN DR, ,LEASED,13,1,MA,ACTIVE,BUILDING,25364420
Yes,5269,SPRINGFIELD,1,HAMPDEN,0,Not Evaluated,None,MA5992,95 ASHLEY ST, ,LEASED,32,1,MA,ACTIVE,BUILDING,11051515
Yes,4177,GARDNER,3,WORCESTER,1-Jul-10,Not Evaluated,Field Not In Use,MA5993,354 MAIN ST, ,LEASED,20,1,MA,ACTIVE,BUILDING,14402903
Yes,2315,HADLEY,2,HAMPSHIRE,1-Sep-10,Not Evaluated,Field Not In Use,MA5995,380 RUSSELL ST, ,LEASED,12,1,MA,ACTIVE,BUILDING,10359538
Yes,5681,WALTHAM,5,MIDDLESEX,1-Oct-10,Not Evaluated,Field Not In Use,MA6001,135 BEAVER ST, ,LEASED,1,1,MA,ACTIVE,BUILDING,24528412
Yes,1645,BROCKTON,8,PLYMOUTH,0,Not Evaluated,Field Not In Use,MA6007,928 W CHESTNUT ST, ,LEASED,5,1,MA,ACTIVE,BUILDING,23015560
Yes,297,WORCESTER,2,WORCESTER,0,Not Evaluated,Field Not In Use,MA6011,375 AIRPORT DR, ,LEASED,0,1,MA,ACTIVE,BUILDING,16022201
Will Conform,4609,NORTH ANDOVER, ,ESSEX,0,Not Evaluated,Field Not In Use,MA6013,1600 Osgood Street, ,LEASED,16,1,MA,ACTIVE,BUILDING,1845
Yes,19503,AMHERST, ,HAMPSHIRE,0,Not Evaluated,Field Not In Use,MA6014,445 & 451 West Street, ,LEASED,19,1,MA,ACTIVE,BUILDING,10022946
Yes,170,HOLYOKE,1,HAMPDEN,0,Non-Contributing Element,Field Not In Use,MA6015,1 SULLIVAN RD, ,LEASED,2,1,MA,ACTIVE,BUILDING,10402841
Will Conform,0,BELFAST,2,WALDO,1-Jan-57,Not Evaluated,Field Not In Use,ME0006,POST OFFICE SQUARE,1 FRANKLIN STREET,LEASED,0,1,ME,ACTIVE,BUILDING,49159998
Will Conform,1938,SAINT FRANCIS,2,AROOSTOOK,1-Jan-94,Not Evaluated,Field Not In Use,ME0012,"ST. FRANCIS,ME TOWNSHIP", ,OWNED,2,1,ME,ACTIVE,BUILDING,47749998
Yes,383,SAINT FRANCIS,2,AROOSTOOK,16-Jun-10,Not Evaluated,Field Not In Use,ME0013,"ST. FRANCIS,ME TOWNSHIP", ,OWNED,0,1,ME,ACTIVE,BUILDING,47749998
Will Conform,471,EASTPORT,2,WASHINGTON,01-Jan-1893,Not Evaluated,Field Not In Use,ME0017,1 WASHINGTON ST, ,LEASED,1,1,ME,ACTIVE,BUILDING,46311324
Will Conform,50847,PORTLAND,1,CUMBERLAND,1-Jan-11,National Register Listed,Field Not In Use,ME0034,156 FEDERAL ST, ,OWNED,16,1,ME,ACTIVE,BUILDING,41014152
Will Conform,8208,PORTLAND,1,CUMBERLAND,01-Jan-1871,National Register Listed,Field Not In Use,ME0035,312 FORE STREET, ,OWNED,0,1,ME,ACTIVE,BUILDING,41014110
Will Conform,7476,MADAWASKA,2,AROOSTOOK,1-Jan-61,Evaluated - Not Historic,Field Not In Use,ME0051,BRIDGE RD, ,OWNED,13,1,ME,ACTIVE,BUILDING,47560000
Will Conform,87794,BANGOR,2,PENOBSCOT,1-Jan-67,Not Evaluated,Field Not In Use,ME0061,202 HARLOW ST, ,OWNED,114,1,ME,ACTIVE,BUILDING,44014901
Will Conform,70150,AUGUSTA,1,KENNEBEC,1-Jan-66,Not Evaluated,Field Not In Use,ME0068,40 WESTERN AVE, ,OWNED,182,1,ME,ACTIVE,BUILDING,43306325
Will Conform,9642,HODGDON,2,AROOSTOOK,1-Jan-65,Not Evaluated,Field Not In Use,ME0074,US ROUTE 1, ,OWNED,49,1,ME,ACTIVE,BUILDING,47309998
Will Conform,1369,LUBEC,2,WASHINGTON,1-Jan-65,Not Evaluated,Field Not In Use,ME0075,9 WASHINGTON ST, ,LEASED,3,1,ME,ACTIVE,BUILDING,46529998
Will Conform,5961,PRESQUE ISLE,2,AROOSTOOK,1-Jan-70,Not Evaluated,Field Not In Use,ME0078,365 MAIN ST, ,OWNED,7,1,ME,ACTIVE,BUILDING,47692811
Will Conform,0,PORTLAND,1,CUMBERLAND,1-Oct-50,Evaluated - Not Historic,Field Not In Use,ME0087,27 BRATTLE ST, ,OWNED,23,1,ME,ACTIVE,STRUCTURE,41011912
Will Conform,11019,FORT KENT,2,AROOSTOOK,1-Jan-81,Not Evaluated,Field Not In Use,ME0088,U.S. ROUTE 1, ,OWNED,10,1,ME,ACTIVE,BUILDING,47439998
Yes,1616,HODGDON,2,AROOSTOOK,1-Nov-09,Not Evaluated,Field Not In Use,ME0089,96 CALAIS ROAD, ,OWNED,0,1,ME,ACTIVE,BUILDING,47309998
Will Conform,1420,CALAIS,2,WASHINGTON,26-Nov-13,Not Evaluated,Field Not In Use,ME0091,534 NORTH ST, ,OWNED,2,1,ME,ACTIVE,BUILDING,46191037
Will Conform,7684,CALAIS,2,WASHINGTON,1-Jan-36,National Register Listed,Field Not In Use,ME0501,3 CUSTOMS STREET, ,OWNED,16,1,ME,ACTIVE,BUILDING,46199998
Will Conform,651,CALAIS,2,WASHINGTON,1-Jan-82,Evaluated - Not Historic,Field Not In Use,ME0502,3 CUSTOMS STREET, ,OWNED,0,1,ME,ACTIVE,BUILDING,46199998
Will Conform,978,CALAIS,2,WASHINGTON,1-Jan-36,National Register Listed,Field Not In Use,ME0503,3 CUSTOMS STREET, ,OWNED,0,1,ME,ACTIVE,BUILDING,46199998
Yes,2484,CALAIS,2,WASHINGTON,1-Jan-03,Not Evaluated,Field Not In Use,ME0504,3 CUSTOMS STREET, ,OWNED,0,1,ME,ACTIVE,BUILDING,46199998
Will Conform,3857,COBURN GORE,2,FRANKLIN,1-Jan-32,National Register Listed,Field Not In Use,ME0551,6092 Arnold Trail, ,OWNED,0,1,ME,ACTIVE,BUILDING,49369998
Will Conform,0,COBURN GORE,2,FRANKLIN,1-Jan-32,National Register Listed,Field Not In Use,ME0552,6092 Arnold Trail, ,OWNED,0,1,ME,ACTIVE,BUILDING,49369998
Will Conform,1221,COBURN GORE,2,FRANKLIN,1-Jan-32,National Register Listed,Field Not In Use,ME0553,6092 Arnold Trail, ,OWNED,0,1,ME,ACTIVE,BUILDING,49369998
Will Conform,1094,COBURN GORE,2,FRANKLIN,1-Jan-67,Not Evaluated,Field Not In Use,ME0554,6092 Arnold Trail, ,OWNED,0,1,ME,ACTIVE,BUILDING,49369998
Will Conform,1094,COBURN GORE,2,FRANKLIN,1-Jan-67,Not Evaluated,Field Not In Use,ME0555,6092 Arnold Trail, ,OWNED,0,1,ME,ACTIVE,BUILDING,49369998
Will Conform,3804,FORT FAIRFIELD,2,AROOSTOOK,1-Jan-34,National Register Listed,Field Not In Use,ME0601,1 BOUNDRY LINE RD, ,OWNED,12,1,ME,ACTIVE,BUILDING,47423628
Will Conform,23964,HOULTON,2,AROOSTOOK,1-Jan-85,Not Evaluated,Field Not In Use,ME0661,27 Customs Loop, ,OWNED,36,1,ME,ACTIVE,BUILDING,47309998
Will Conform,4060,HOULTON,2,AROOSTOOK,1-Jan-85,Not Evaluated,Field Not In Use,ME0662,27 CUSTOMS LOOP, ,OWNED,8,1,ME,ACTIVE,BUILDING,47309998
Will Conform,3022,HOULTON,2,AROOSTOOK,1-Jan-85,Not Evaluated,Field Not In Use,ME0663,27 Customs Loop, ,OWNED,12,1,ME,ACTIVE,BUILDING,47309998
Will Conform,1614,LIMESTONE,2,AROOSTOOK,1-Jan-34,National Register Listed,Field Not In Use,ME0701,410 GRAND FALLS RD, ,OWNED,5,1,ME,ACTIVE,BUILDING,47506412
Will Conform,1904,ORIENT,2,AROOSTOOK,1-Jan-37,National Register Listed,Field Not In Use,ME0751,US ROUTE 1, ,OWNED,0,1,ME,ACTIVE,BUILDING,44719998
Will Conform,389,ORIENT,2,AROOSTOOK,1-Jan-37,National Register Listed,Field Not In Use,ME0752,US ROUTE 1, ,OWNED,2,1,ME,ACTIVE,BUILDING,44719998
Yes,28190,SANDY BAY TOWNSHIP,2,SOMERSET,6-May-09,Not Evaluated,Field Not In Use,ME0823,2614 MAIN ST, ,OWNED,0,1,ME,ACTIVE,BUILDING,4945
Yes,15357,SANDY BAY TOWNSHIP,2,SOMERSET,12-Jul-10,Not Evaluated,Field Not In Use,ME0824,2614 MAIN ST, ,OWNED,0,1,ME,ACTIVE,BUILDING,4945
Yes,0,SANDY BAY TOWNSHIP,2,SOMERSET,1-Aug-09,Not Evaluated,Field Not In Use,ME0825,2614 MAIN ST, ,OWNED,0,1,ME,ACTIVE,BUILDING,43450824
Will Conform,5537,VANCEBORO,2,WASHINGTON,1-Jan-64,Evaluated - Not Historic,Field Not In Use,ME0831,STATE RTE 6 WATER ST, ,OWNED,0,1,ME,ACTIVE,BUILDING,44919998
Will Conform,512,VANCEBORO,2,WASHINGTON,1-Jan-64,Evaluated - Not Historic,Field Not In Use,ME0832,STATE RTE 6 WATER ST, ,OWNED,2,1,ME,ACTIVE,BUILDING,44919998
Yes,19168,VAN BUREN,2,AROOSTOOK,30-Apr-13,Not Evaluated,Field Not In Use,ME0843,173 Acadian Way,BLDG A,OWNED,28,1,ME,ACTIVE,BUILDING,47851102
Yes,9472,VAN BUREN,2,AROOSTOOK,30-Apr-13,Not Evaluated,Field Not In Use,ME0844,165 Acadian Way,BLDG B,OWNED,0,1,ME,ACTIVE,BUILDING,47851102
Yes,8495,VAN BUREN,2,AROOSTOOK,30-Apr-13,Not Evaluated,Field Not In Use,ME0845,206 Acadian Way,BLDG C,OWNED,0,1,ME,ACTIVE,BUILDING,47851102
Will Conform,64705,CALAIS,2,WASHINGTON,1-Aug-09,Not Evaluated,Field Not In Use,ME0851,CALAIS, ,OWNED,90,1,ME,ACTIVE,BUILDING,46190000
Yes,6452,CALAIS,2,WASHINGTON,1-Aug-09,Not Evaluated,Field Not In Use,ME0852,"NII BUILDING,CALAIS NEW BRIDGE", ,OWNED,0,1,ME,ACTIVE,BUILDING,46190000
Yes,20846,PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME3377,2 MONUMENT ST, ,LEASED,7,1,ME,ACTIVE,BUILDING,41014093
Will Conform,817,SAINT FRANCIS,2,AROOSTOOK,0,Not Evaluated,Field Not In Use,ME4033,"1 Frontier Road,TS20/R11 & 12", ,LEASED,0,1,ME,ACTIVE,BUILDING,47749998
Yes,9318,PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4126,550 FOREST AVENUE, ,LEASED,40,1,ME,ACTIVE,BUILDING,41011505
No,1500,JACKMAN,2,SOMERSET,1-Dec-00,Not Evaluated,Field Not In Use,ME4129,"International Paper Road,TS6/R19", ,LEASED,0,1,ME,ACTIVE,BUILDING,49459998
Yes,3807,PORTLAND,1,CUMBERLAND,31-Jul-02,Not Evaluated,Field Not In Use,ME4130,68 MARGINAL WAY, ,LEASED,12,1,ME,ACTIVE,BUILDING,41012444
Yes,10800,AUGUSTA,1,KENNEBEC,0,Not Evaluated,Field Not In Use,ME4132,196 WHITTEN RD, ,LEASED,36,1,ME,ACTIVE,BUILDING,43306021
Yes,6270,AUGUSTA,1,KENNEBEC,1-Aug-99,Not Evaluated,Field Not In Use,ME4134,330 CIVIC CENTER DR, ,LEASED,100,1,ME,ACTIVE,BUILDING,43308035
Will Conform,3540,PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4154,1355 CONGRESS STREET, ,LEASED,5,1,ME,ACTIVE,BUILDING,41022137
Will Conform,5000,KENNEBUNKPORT,1,YORK,0,Not Evaluated,Field Not In Use,ME4164,CLEMENT HUFF ROAD, ,LEASED,0,1,ME,ACTIVE,BUILDING,40466711
Will Conform,19993,PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4166,510 CONGRESS STREET, ,LEASED,43,1,ME,ACTIVE,BUILDING,41013410
Will Conform,27836,PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4167,100 MIDDLE STREET PLAZA, ,LEASED,14,1,ME,ACTIVE,BUILDING,41014100
Will Conform,10852,SOUTH PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4168,220 MAINE MALL RD, ,LEASED,0,1,ME,ACTIVE,BUILDING,41062313
Will Conform,0,PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4172,21 PEARL ST, ,LEASED,37,1,ME,ACTIVE,STRUCTURE,41014117
Will Conform,1330,BANGOR,2,PENOBSCOT,0,Not Evaluated,Field Not In Use,ME4175,304 HANCOCK STREET, ,LEASED,0,1,ME,ACTIVE,BUILDING,44016573
Will Conform,850,ELLSWORTH,2,HANCOCK,0,Not Evaluated,Field Not In Use,ME4176,248 STATE STREET, ,LEASED,0,1,ME,ACTIVE,BUILDING,46051925
Will Conform,3215,ROCKLAND,1,KNOX,0,Not Evaluated,Field Not In Use,ME4185,231 PARK ST, ,LEASED,14,1,ME,ACTIVE,BUILDING,48412127
Will Conform,1155,PRESQUE ISLE,2,AROOSTOOK,0,Not Evaluated,Field Not In Use,ME4189,36 NORTH ST, ,LEASED,3,1,ME,ACTIVE,BUILDING,47692273
Will Conform,12559,PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4191,1 PORTLAND SQ, ,LEASED,0,1,ME,ACTIVE,BUILDING,41014057
Will Conform,2608,FALMOUTH,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4195,4R FUNDY ROAD, ,LEASED,16,1,ME,ACTIVE,BUILDING,41051764
Will Conform,19889,PORTLAND,1,CUMBERLAND,0,National Register Listed,Field Not In Use,ME4197,539 CONGRESS ST, ,LEASED,3,1,ME,ACTIVE,BUILDING,41013306
Will Conform,6311,SACO,1,YORK,0,Not Evaluated,Field Not In Use,ME4199,110   MAIN STREET, ,LEASED,31,1,ME,ACTIVE,BUILDING,40723509
Will Conform,6329,AUGUSTA,1,KENNEBEC,0,Not Evaluated,Field Not In Use,ME4202,79 LEIGHTON RD, ,LEASED,8,1,ME,ACTIVE,BUILDING,43307705
Will Conform,19150,SOUTH PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4204,176 GANNETT DRIVE, ,LEASED,76,1,ME,ACTIVE,BUILDING,41066909
Will Conform,5380,MILBRIDGE,2,WASHINGTON,15-Dec-97,Not Evaluated,Field Not In Use,ME4206,14 WATER ST, ,LEASED,14,1,ME,ACTIVE,BUILDING,46583546
Yes,3324,BANGOR,2,PENOBSCOT,0,Not Evaluated,Field Not In Use,ME4208,1 MERCHANTS PLZ, ,LEASED,10,1,ME,ACTIVE,BUILDING,44018302
Yes,0,PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4211,188 NEWBURY ST, ,LEASED,13,1,ME,ACTIVE,STRUCTURE,41014187
Yes,8556,PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4212,100 MIDDLE ST, ,LEASED,13,1,ME,ACTIVE,BUILDING,41014100
Yes,2758,BELFAST,2,WALDO,0,Not Evaluated,Field Not In Use,ME4225,2 FRANKLIN ST, ,LEASED,15,1,ME,ACTIVE,BUILDING,49156518
Yes,4017,HOULTON,2,AROOSTOOK,0,Not Evaluated,Field Not In Use,ME4227,12 KELLERAN ST, ,LEASED,0,1,ME,ACTIVE,BUILDING,47302006
Yes,9011,EASTPORT,2,WASHINGTON,0,Not Evaluated,Field Not In Use,ME4229,1 MADISON ST, ,LEASED,26,1,ME,ACTIVE,BUILDING,46311114
Yes,20,FALMOUTH,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4231,12 VICTORIA LANE, ,LEASED,0,1,ME,ACTIVE,BUILDING,41052541
No,989,JACKMAN,2,SOMERSET,0,Not Evaluated,Field Not In Use,ME4232,"Boise Cascade Road,TS10/R17", ,LEASED,0,1,ME,ACTIVE,BUILDING,49459998
No,989,JACKMAN,2,SOMERSET,0,Not Evaluated,Field Not In Use,ME4233,U.S. CUSTOMS & BORDER PROTECTION,"96 mile Golden Road,TS5/R20",LEASED,0,1,ME,ACTIVE,BUILDING,49455305
Yes,8215,PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4235,1001 WESTBROOK ST, ,LEASED,15,1,ME,ACTIVE,BUILDING,41021938
Yes,3360,PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4236,SECOND FLOOR SUITE 203, ,LEASED,1,1,ME,ACTIVE,BUILDING,41016420
Yes,1524,BANGOR,2,PENOBSCOT,0,Not Evaluated,Field Not In Use,ME4237,HARLOW STREET, ,LEASED,2,1,ME,ACTIVE,BUILDING,44015152
Yes,1736,BANGOR,2,PENOBSCOT,0,Not Evaluated,Field Not In Use,ME4238,23 WATER STREET, ,LEASED,1,1,ME,ACTIVE,BUILDING,44016364
Yes,1478,SCARBOROUGH,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4242,360 US ROUTE ONE, ,LEASED,4,1,ME,ACTIVE,BUILDING,40746700
Yes,870,BAR HARBOR,2,HANCOCK,1-Jan-85,Not Evaluated,Field Not In Use,ME4245,513 BAR HARBOR RD, ,LEASED,8,1,ME,ACTIVE,BUILDING,4605
Yes,9128,AUBURN,2,ANDROSCOGGIN,4-Feb-09,Not Evaluated,Field Not In Use,ME4246,600 TURNER STREET, ,LEASED,1,1,ME,ACTIVE,BUILDING,42105299
Yes,226,SAINT FRANCIS,2,AROOSTOOK,15-Sep-08,Not Evaluated,Field Not In Use,ME4247,"American Realty Road,T11/R17", ,LEASED,0,1,ME,ACTIVE,BUILDING,47749998
Yes,23047,RANGELEY,2,FRANKLIN,22-Oct-08,Not Evaluated,Field Not In Use,ME4249,224 STRATTON RD, ,LEASED,50,1,ME,ACTIVE,BUILDING,49705026
Yes,6214,WATERVILLE,1,KENNEBEC,1-Mar-09,Not Evaluated,Field Not In Use,ME4250,14 COLBY CIRCLE, ,LEASED,35,1,ME,ACTIVE,BUILDING,49019998
Yes,9200,PORTLAND,1,CUMBERLAND,1-May-09,Not Evaluated,Field Not In Use,ME4251,400 CONGRESS ST, ,LEASED,4,1,ME,ACTIVE,BUILDING,41013565
Yes,4310,ORONO,2,PENOBSCOT,1-Jan-09,Not Evaluated,Field Not In Use,ME4252,17 GODFREY STREET, ,LEASED,14,1,ME,ACTIVE,BUILDING,44733702
Yes,23042,FORT FAIRFIELD,2,AROOSTOOK,16-Dec-08,Not Evaluated,Field Not In Use,ME4253,200 LIMESTONE RD, ,LEASED,95,1,ME,ACTIVE,BUILDING,47423201
Will Conform,1000,OWLS HEAD,1,KNOX,16-Dec-08,Not Evaluated,Field Not In Use,ME4254,169 ASH POINT DR, ,LEASED,5,1,ME,ACTIVE,BUILDING,48543511
Will Conform,19861,BANGOR,2,PENOBSCOT,0,Not Evaluated,Field Not In Use,ME4258,967 ILLINOIS AVE, ,LEASED,140,1,ME,ACTIVE,BUILDING,44012766
Will Conform,2280,THOMASTON,1,KNOX,1-Jun-00,Not Evaluated,Field Not In Use,ME4259,23 ELLTEE CIRCLE, ,LEASED,0,1,ME,ACTIVE,BUILDING,48613218
Yes,21375,SOUTH PORTLAND,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4260,155 GANNETT DR, ,LEASED,76,1,ME,ACTIVE,BUILDING,41066942
Yes,3464,HOULTON,2,AROOSTOOK,1-Jan-80,Not Evaluated,Field Not In Use,ME4262,68 BANGOR ST, ,LEASED,11,1,ME,ACTIVE,BUILDING,47301641
Yes,700,BRUNSWICK,1,CUMBERLAND,0,Not Evaluated,Field Not In Use,ME4263,14 MAINE ST, ,LEASED,2,1,ME,ACTIVE,BUILDING,40112002
No,765,ELLSWORTH,2,HANCOCK,0,Evaluated - Not Historic,Field Not In Use,ME4268,130 OAK ST,Suite 5,LEASED,2,1,ME,ACTIVE,BUILDING,46051667
No,3356,ORONO,2,PENOBSCOT,0,Evaluated - Not Historic,Field Not In Use,ME4269,17 GODFREY DR, ,LEASED,6,1,ME,ACTIVE,BUILDING,44733702
Yes,0,LEWISTON,2,ANDROSCOGGIN,0,Non-Contributing Element,Field Not In Use,ME4271,64 LISBON ST, ,LEASED,0,1,ME,ACTIVE,BUILDING,42407116
Will Conform,0,DURHAM,1,STRAFFORD,1-Jan-59,Not Evaluated,Field Not In Use,NH0027,2 MADBURY DR, ,LEASED,0,1,NH,ACTIVE,BUILDING,38249998
Will Conform,78807,CONCORD,2,MERRIMACK,1-Jan-66,Not Evaluated,Field Not In Use,NH0030,53 PLEASANT STREET, ,OWNED,67,1,NH,ACTIVE,BUILDING,33013954
Will Conform,3964,LITTLETON,2,GRAFTON,1-Jan-69,Not Evaluated,Field Not In Use,NH0033,MAIN STREET, ,OWNED,15,1,NH,ACTIVE,BUILDING,35619998
Will Conform,396,BERLIN,2,COOS,1-Jan-66,Not Evaluated,Field Not In Use,NH0034,1 EXCHANGE ST, ,LEASED,2,1,NH,ACTIVE,BUILDING,35701938
Will Conform,61279,PORTSMOUTH,1,ROCKINGHAM,1-Jan-66,Not Evaluated,Field Not In Use,NH0036,80 DANIEL ST, ,OWNED,136,1,NH,ACTIVE,BUILDING,38013850
Will Conform,76400,MANCHESTER,1,HILLSBOROUGH,1-Jan-76,Not Evaluated,Field Not In Use,NH0037,275 CHESTNUT STREET, ,OWNED,107,1,NH,ACTIVE,BUILDING,31012411
Will Conform,112536,CONCORD,2,MERRIMACK,1-Jan-96,Not Evaluated,Field Not In Use,NH0038,55 PLEASANT STREET, ,OWNED,51,1,NH,ACTIVE,BUILDING,33013954
Will Conform,833,LEBANON,2,GRAFTON,0,National Register Listed,Field Not In Use,NH6085,20 WEST PARK STREET, ,LEASED,0,1,NH,ACTIVE,BUILDING,37661378
Will Conform,5563,CONCORD,2,MERRIMACK,0,Not Evaluated,Field Not In Use,NH6096,22 BRIDGE STREET, ,LEASED,20,1,NH,ACTIVE,BUILDING,33014987
Will Conform,3559,KEENE,2,CHESHIRE,0,Not Evaluated,Field Not In Use,NH6110,34 MECHANIC ST, ,LEASED,0,1,NH,ACTIVE,BUILDING,34313421
Will Conform,2300,HOOKSETT,1,MERRIMACK,0,Not Evaluated,Field Not In Use,NH6116,1604 HOOKSETT RD, ,LEASED,100,1,NH,ACTIVE,BUILDING,31061666
