Agricultural Land,Agricultural Land Percent,Arable Land,Arable Land Percent,Birth Rate,Country,Death Rate,Fertility Rate,Land Area,"Life Expectancy at Birth, Female","Life Expectancy at Birth, Male","Life Expectancy at Birth, Total",Mobile Cellular Subscriptions,Mobile Cellular Subscriptions per 100 People,Population Density,Population Growth,Rural Population,Rural Population Growth,Surface Area,Telephone Lines,Telephone Lines per 100 People,Total Population,Urban Population Percent,Urban Population Percent Growth,Year
677680.0,7.4523478832706,1.63736461444353,5.00400835321015,15.0,Canada,7.3,1.83,9093510.0,80.65,74.26,77.3770731707317,583766.0,2.11067478638026,3.05613563959351,1.49359310901388,6508096,1.40821964081274,9984670.0,15295819.0,55.3038366405993,27791000.0,76.582,1.51971400728748,1991
677530.0,7.45069835520058,1.6175817972104,5.01126627671823,14.9,Canada,7.2,1.7,9093510.0,80.77,74.49,77.5534146341464,775831.0,2.76988848091968,3.09799868257691,1.36050617419992,6586539,1.19810805490796,9984670.0,15814928.0,56.4627952399094,28171682.0,76.62,1.41011326283435,1992
678140.0,7.45740643601866,1.59756815638033,5.01038652841422,14.7,Canada,6.9,1.71,9093510.0,80.02,74.75,77.3207317073171,1026611.0,3.62130143367573,3.13625838647563,1.22741759955137,6591734,0.0788418978587297,9984670.0,16246589.0,57.3087528168316,28519597.0,76.887,1.57528573046169,1993
678740.0,7.46400454829873,1.57986863156318,5.00939681157221,13.6,Canada,6.8,1.7,9093510.0,80.83,74.69,77.6851219512195,1332982.0,4.64837108660193,3.17076794329142,1.09433192142493,6587858,-0.0588182109392249,9984670.0,16716802.0,58.2947849837802,28833410.0,77.152,1.43839672540424,1994
679340.0,7.47060266057881,1.56448018209457,5.0085170632682,13.1,Canada,7.2,1.6695,9093510.0,80.93,74.94,77.8619512195122,1865779.0,6.4356647042348,3.20139374125063,0.961244716987835,6575215,-0.192098059289005,9984670.0,17250407.0,59.502135817578,29111906.0,77.414,1.30026136406288,1995
679940.0,7.47720077285889,1.55130476255366,5.00763731496419,12.6,Canada,7.1,1.639,9093510.0,81.02,75.08,77.9775609756098,2589780.0,8.84037866114507,3.22801646448951,0.828159179340214,6553280,-0.334158948316874,9984670.0,17567000.0,59.9660712262568,29354000.0,77.675,1.16474222533306,1996
680550.0,7.48390885367696,1.53441471560635,5.00675756666018,12.0,Canada,7.3,1.592,9093510.0,81.15,75.45,78.2304878048781,3497779.0,11.8222655785259,3.26297546272012,1.0771646811962,6542357,-0.166818957078526,9984670.0,17974000.0,60.7509512488995,29671900.0,77.951,1.43186037488132,1997
679440.0,7.47170234595882,1.52061546259737,5.01445536432027,11.6,Canada,7.2,1.55,9093510.0,81.4,75.7,78.4804878048781,4195000.0,14.0458363687853,3.29764854275192,1.05701539463985,6495228,-0.722974466249376,9984670.0,18660000.0,62.4780230373145,29987200.0,78.34,1.55480276064773,1998
678340.0,7.45960580677868,1.50982382248024,5.02215316198036,11.4,Canada,7.2,1.53,9093510.0,81.5,75.96,78.6624390243902,5346000.0,17.7368955495919,3.32631734060885,0.865613663209682,6435543,-0.923153366004388,9984670.0,19294000.0,64.0134049258936,30247900.0,78.724,1.35459018550948,1999
677230.0,7.44739929906054,1.49967868009653,5.02985095964045,11.2,Canada,7.3,1.51,9093510.0,81.7,76.2,78.8829268292683,6911038.0,22.7219698376468,3.35395243420857,0.827369318170541,6373418,-0.970031638675207,9984670.0,20380000.0,67.0049485028504,30499200.0,79.103,1.30764135879385,2000
676130.0,7.4353027598804,1.48880229576499,5.03765872583854,10.9,Canada,7.1,1.49,9093510.0,81.9,76.7,79.2365853658537,8727000.0,28.4290946227574,3.38369892373792,0.882998576899551,6314558,-0.927814211518486,9984670.0,20840000.0,67.8884303813756,30769700.0,79.478,1.35594393505003,2001
675020.0,7.42309625216226,1.47610023840241,5.04535652349863,10.6,Canada,7.1,1.505,9093510.0,82.1,77.0,79.4878048780488,10649000.0,34.3662595813416,3.41803110130192,1.00952166618952,6275436,-0.62147965947573,9984670.0,21126000.0,68.1774438835029,31081900.0,79.81,1.42637638121949,2002
675170.0,7.42474578023227,1.4580065046872,5.02842136864643,10.7,Canada,7.1,1.52,9093510.0,82.1,77.2,79.590243902439,11872000.0,37.9494194844825,3.44883328879608,0.897131276677935,6307525,0.510040038490118,9984670.0,20622000.0,65.9192156847201,31362000.0,79.888,0.994818992055702,2003
675350.0,7.4267252139163,1.43872332365198,5.01159618233223,10.5,Canada,7.2,1.53,9093510.0,82.4,77.4,79.8390243902439,13291000.0,42.0712688116672,3.48336340972848,0.996232738932617,6345653,0.602664649184009,9984670.0,20612000.0,65.2451277365198,31676000.0,79.967,1.09507087999595,2004
675510.0,7.42848471052432,1.4195655571183,4.99466102748004,10.65,Canada,7.25,1.53,9093510.0,82.6,77.8,80.1414634146341,15020000.0,47.0638664815028,3.51844337335088,1.00203442432575,6384602,0.611914239478708,9984670.0,20563000.0,64.4323759293704,31995000.0,80.045,1.09952778043555,2005
675690.0,7.43046414420834,1.40090368903194,4.97783584116584,10.65,Canada,7.1,1.54,9093510.0,82.7,78.0,80.2926829268293,17016600.0,52.7595927857087,3.55330339989729,0.985903766968816,6422979,0.599287482275541,9984670.0,18148000.0,56.2674735185079,32312000.0,80.122,1.08205383257025,2006
659540.0,7.25286495533628,1.3850568175102,4.96090068631365,10.9,Canada,7.0,1.5862,9093510.0,83.0,78.4,80.6439024390244,18749100.0,57.4932053568209,3.58173081681331,0.796844597283984,6444726,0.338009314093002,9984670.0,18236000.0,55.9198091048096,32570505.0,80.213,0.910354880148743,2007
652824.0,7.17901008521462,1.35864442417899,4.9137241835111,11.2,Canada,7.1,1.6589,9093510.0,82.748,78.105,80.3698780487805,20277400.0,61.4731075542007,3.61663736005129,0.969853611087127,6447349,0.0406916657899339,9984670.0,18282026.0,55.4239177905794,32887928.0,80.396,1.19773853599003,2008
646108.0,7.10515521509296,1.33111659037075,4.86654768070855,11.3,Canada,7.2,1.6808,9093510.0,82.886,78.312,80.5432195121951,22092500.0,66.2048772219801,3.65598905153236,1.08219708560653,6456994,0.14948458508938,9984670.0,18250000.0,54.6900083422491,33245773.0,80.578,1.30831924280004,2009
639402.0,7.0314103135093,1.3032370599393,4.819481146444,11.3,Canada,7.1,1.668,9093510.0,83.023,78.521,80.7170975609756,23811900.0,70.5483053196051,3.69808478794217,1.14484018257099,6470810,0.213740945637612,9984670.0,18708000.0,55.4268116328043,33628571.0,80.758,1.36797560742517,2010
632686.0,6.95755544338765,1.27618439422073,4.77230464364145,11.1,Canada,7.1,1.6269,9093510.0,83.162,78.733,80.8934878048781,25825400.0,75.6760779974588,3.73951026611287,1.11395972071239,6482425,0.179337487708787,9984670.0,18394000.0,53.8998729423458,34005274.0,80.937,1.33536705317397,2011
625970.0,6.88370057326599,1.25115089692797,4.72512814083891,11.0,Canada,7.2,1.61,9093510.0,83.302,78.941,81.0683170731707,27387200.0,79.412158882078,3.77662530749952,0.987617711325488,6485634,0.0494908307480604,9984670.0,18202000.0,52.7786745622621,34342780.0,81.115,1.20729899128077,2012
653460.0,7.1860040842315,1.32113102972661,5.04920542232867,11.0,Canada,7.2,1.61,9093510.0,83.441,79.14,81.2380487804878,27887963.0,80.0504638931685,3.82188087988027,1.19118432966877,6501489,0.244165052981159,9984670.0,17647000.0,50.6544897640156,34754312.0,81.293,1.41038594744595,2013
370.0,38.5416666666667,0.0107965710090475,1.04166666666667,40.942,Sao Tome and Principe,10.531,6.455,960.0,61.877,58.96,60.3829268292683,0.0,0.0,96.48125,2.80727872181994,61956,2.25421889829228,960.0,11764932.666666668,34.04391209288585,92622.0,33.109,3.93407229629227,1980
370.0,38.5416666666667,0.0105315261234506,1.04166666666667,40.915,Sao Tome and Principe,10.581,6.409,960.0,62.117,58.983,60.5117804878049,0.0,0.0,98.909375,2.48553379080253,63161,1.92625663821646,960.0,5882865.333333334,17.4333344217561,94953.0,33.482,3.60601367952635,1981
370.0,38.5416666666667,0.010310234970255,1.04166666666667,40.792,Sao Tome and Principe,10.688,6.348,960.0,62.296,58.958,60.5862926829268,0.0,0.0,101.032291666667,2.1236158357788,64153,1.55838332941104,960.0,798.0,0.822756750626347,96991.0,33.857,3.23716955803751,1982
370.0,38.5416666666667,0.0101212526062225,1.04166666666667,40.58,Sao Tome and Principe,10.79,6.271,960.0,62.441,58.929,60.6421707317073,0.0,0.0,102.91875,1.84996567703443,64393,0.373407618854622,960.0,1222.0,1.2368170684804,98802.0,34.826,4.67317766778806,1983
370.0,38.5416666666667,0.00994876386608964,1.04166666666667,40.292,Sao Tome and Principe,10.841,6.181,960.0,62.574,58.932,60.7085853658537,0.0,0.0,104.703125,1.71891226293269,64443,0.0776180609615775,960.0,1555.0,1.54703278117694,100515.0,35.887,4.71987830510662,1984
370.0,38.5416666666667,0.00977278279990227,1.04166666666667,39.935,Sao Tome and Principe,10.821,6.078,960.0,62.709,58.987,60.8026097560976,0.0,0.0,106.588541666667,1.78470522852229,64503,0.0930622188052266,960.0,1765.0,1.72489616418275,102325.0,36.963,4.73740027862981,1985
380.0,39.5833333333333,0.0191624110145539,2.08333333333333,39.519,Sao Tome and Principe,10.724,5.967,960.0,62.853,59.099,60.9302195121951,0.0,0.0,108.719791666667,1.9797836704901,64659,0.241557231778471,960.0,1874.0,1.7955179120637,104371.0,38.049,4.87624651171155,1986
380.0,39.5833333333333,0.0187469536200367,2.08333333333333,39.056,Sao Tome and Principe,10.558,5.849,960.0,63.008,59.26,61.0882926829268,0.0,0.0,111.129166666667,2.19193348406,64918,0.399762835879612,960.0,2001.0,1.87563270968468,106684.0,39.149,5.04292023923876,1987
380.0,39.5833333333333,0.0183131735814158,2.08333333333333,38.569,Sao Tome and Principe,10.357,5.73,960.0,63.167,59.444,61.2600975609756,0.0,0.0,113.761458333333,2.34105969143817,65243,0.499382572985581,960.0,2117.0,1.93844942359286,109211.0,40.26,5.13794851852998,1988
380.0,39.5833333333333,0.0178740593776253,2.08333333333333,38.08,Sao Tome and Principe,10.147,5.613,960.0,63.325,59.631,61.4329512195122,0.0,0.0,116.55625,2.42702037390147,65590,0.530448455120592,960.0,2240.0,2.00189465029403,111894.0,41.382,5.17662538491892,1989
420.0,43.75,0.0174448524601603,2.08333333333333,37.61,Sao Tome and Principe,9.94,5.501,960.0,63.484,59.814,61.604243902439,0.0,0.0,119.423958333333,2.43058477902162,65909,0.485175743936411,960.0,2200.0,1.91893377061764,114647.0,42.511,5.12306628477984,1990
420.0,43.75,0.0170365007027557,2.08333333333333,37.176,Sao Tome and Principe,9.747,5.395,960.0,63.643,59.989,61.7714390243902,0.0,0.0,122.286458333333,2.36864746816403,66154,0.371035461969973,960.0,2200.0,1.87401507730312,117395.0,43.648,5.00809795443496,1991
420.0,43.75,0.0166453051916707,2.08333333333333,36.786,Sao Tome and Principe,9.575,5.296,960.0,63.802,60.156,61.9345365853659,0.0,0.0,125.160416666667,2.32299362977852,66333,0.270215355342062,960.0,2218.0,1.84596434575628,120154.0,44.793,4.91237327382869,1992
420.0,43.75,0.0162695539701779,2.08333333333333,36.445,Sao Tome and Principe,9.423,5.203,960.0,63.96,60.319,62.0950975609756,0.0,0.0,128.051041666667,2.28326995883457,66672,0.5097563761969,960.0,2360.0,1.91980736848099,122929.0,45.764,4.4266752206898,1993
420.0,43.75,0.01592001783042,2.08333333333333,36.157,Sao Tome and Principe,9.287,5.115,960.0,64.118,60.481,62.2551463414634,0.0,0.0,130.8625,2.17182061898666,66938,0.398174315450065,960.0,2386.0,1.8992581271691,125628.0,46.717,4.23388767838367,1994
440.0,45.8333333333333,0.0234128068053225,3.125,35.932,Sao Tome and Principe,9.169,5.032,960.0,64.275,60.643,62.4147073170732,0.0,0.0,133.473958333333,1.97592365022945,67049,0.165687753876861,960.0,2460.0,1.91985015803645,128135.0,47.673,4.00133527828705,1995
450.0,46.875,0.0306800227032168,4.16666666666667,35.79,Sao Tome and Principe,9.068,4.956,960.0,64.428,60.801,62.5702682926829,0.0,0.0,135.810416666667,1.73535279751857,66974,-0.111921099854438,960.0,2499.0,1.91673441838347,130378.0,48.631,3.72442435825325,1996
450.0,46.875,0.0302290607075112,4.16666666666667,35.745,Sao Tome and Principe,8.98,4.887,960.0,64.574,60.951,62.7183170731707,0.0,0.0,137.836458333333,1.48079797252226,66701,-0.408453906188281,960.0,2596.0,1.96186603991747,132323.0,49.592,3.43840546454976,1997
460.0,47.9166666666667,0.0373053592879153,5.20833333333333,35.797,Sao Tome and Principe,8.9,4.826,960.0,64.712,61.096,62.8599024390244,0.0,0.0,139.613541666667,1.28102911184606,66277,-0.637701630158769,960.0,4300.0,3.20826089876072,134029.0,50.55,3.19429740381542,1998
460.0,47.9166666666667,0.0368595650571323,5.20833333333333,35.935,Sao Tome and Principe,8.82,4.773,960.0,64.847,61.236,62.9974634146341,0.0,0.0,141.302083333333,1.20218446585593,65778,-0.755749309089407,960.0,4295.0,3.16623663840767,135650.0,51.509,3.08110171239073,1999
470.0,48.9583333333333,0.0436693935776879,6.25,36.143,Sao Tome and Principe,8.735,4.727,960.0,64.984,61.378,63.1370243902439,0.0,0.0,143.120833333333,1.27892281780296,65308,-0.717089565654003,960.0,4526.0,3.29412792221025,137396.0,52.467,3.1222598189531,2000
490.0,51.0416666666667,0.0430329632498494,6.25,36.408,Sao Tome and Principe,8.639,4.687,960.0,65.139,61.534,63.2925365853659,0.0,0.0,145.2375,1.46810717057548,64940,-0.565077358921812,960.0,4614.0,3.30923487391342,139428.0,53.424,3.27504436534925,2001
510.0,53.125,0.0493712222198712,7.29166666666667,36.717,Sao Tome and Principe,8.522,4.654,960.0,65.327,61.717,63.4779756097561,0.0,0.0,147.690625,1.67493807572402,64686,-0.391897188966406,960.0,5441.0,3.83755457283313,141783.0,54.377,3.44263307201852,2002
510.0,53.125,0.0484606810802578,7.29166666666667,37.04,Sao Tome and Principe,8.386,4.625,960.0,65.556,61.936,63.7018536585366,1980.0,1.37074497912729,150.465625,1.86149385186285,64529,-0.24300596255784,960.0,6366.0,4.40715279652745,144447.0,55.327,3.5936739695728,2003
540.0,56.25,0.0542538401546234,8.33333333333333,37.343,Sao Tome and Principe,8.23,4.598,960.0,65.829,62.19,63.9651219512195,4819.0,3.26811569631413,153.598958333333,2.06103862216992,64512,-0.0263482150608708,960.0,6970.0,4.72686582347157,147455.0,56.25,3.71525158877744,2004
500.0,52.0833333333333,0.0530356266822238,8.33333333333333,37.59,Sao Tome and Principe,8.059,4.572,960.0,66.139,62.473,64.2612926829268,7745.0,5.13451160817279,157.127083333333,2.27098868984338,64645,0.205950969766783,960.0,7050.0,4.67376460137097,150842.0,57.144,3.84817493898775,2005
490.0,51.0416666666667,0.0517414222423439,8.33333333333333,37.735,Sao Tome and Principe,7.879,4.542,960.0,66.471,62.773,64.5769024390244,11953.0,7.73081525078421,161.057291666667,2.47052246415747,64923,0.429118959307869,960.0,7112.0,4.59981243734437,154615.0,58.01,3.97462046314906,2006
490.0,51.0416666666667,0.0503759303804642,8.33333333333333,37.739,Sao Tome and Principe,7.699,4.506,960.0,66.805,63.071,64.8924634146342,18424.0,11.6015767666209,165.422916666667,2.67451754482748,65353,0.660139337342262,960.0,7593.0,4.78130549223581,158806.0,58.847,4.1077057203738,2007
495.0,51.5625,0.0520227676112369,8.85416666666667,37.589,Sao Tome and Principe,7.527,4.462,960.0,67.12,63.348,65.188,30099.0,18.4215680274191,170.197916666667,2.84566495681557,65920,0.86385399281984,960.0,7654.0,4.68449721525185,163390.0,59.655,4.20860022340965,2008
490.0,51.0416666666667,0.053490873862576,9.375,37.284,Sao Tome and Principe,7.372,4.411,960.0,67.401,63.592,65.4500487804878,50551.0,30.0446351625231,175.263541666667,2.93288179323542,66571,0.982716168015349,960.0,7643.0,4.54256387701854,168253.0,60.434,4.23056578901712,2009
490.0,51.0416666666667,0.0519510505656892,9.375,36.828,Sao Tome and Principe,7.235,4.352,960.0,67.642,63.796,65.6720975609756,80829.0,46.6572385130455,180.458333333333,2.92091173713397,67243,1.00438765635891,960.0,7694.0,4.44123758947125,173240.0,61.185,4.15604955854791,2010
485.0,50.5208333333333,0.0476917207172835,8.85416666666667,36.234,Sao Tome and Principe,7.116,4.287,960.0,67.841,63.961,65.8536829268293,102730.0,57.6396525798416,185.654166666667,2.83857131709501,67892,0.960528345432599,960.0,7804.0,4.37866104091389,178228.0,61.907,4.01194637764044,2011
487.0,50.7291666666667,0.0474950457753976,9.0625,35.524,Sao Tome and Principe,7.014,4.217,960.0,68.008,64.094,66.0032682926829,115038.0,62.8015525966688,190.809375,2.73892689895854,68508,0.903231947083747,960.0,7960.0,4.34552372841569,183177.0,62.6,3.85194617342899,2012
497.0,51.7708333333333,0.0462524854065434,9.0625,34.742,Sao Tome and Principe,6.919,4.145,960.0,68.156,64.21,66.1348780487805,122172.0,64.951248817106,195.935416666667,2.65102051012848,69098,0.857526002457105,960.0,8035.0,4.27170942806409,188098.0,63.265,3.70737757760662,2013
16050.0,6.95407279029463,0.243704457729462,3.37954939341421,42.642,Lao PDR,16.809,6.233,230800.0,49.995,47.511,48.7227073170732,0.0,0.0,13.8674090121317,1.1953311547964,2813102,0.89543292112304,236800.0,5500.0,0.171842886860518,3200598.0,12.107,3.39989100338086,1980
16060.0,6.95840554592721,0.23993178554774,3.37954939341421,42.665,Lao PDR,16.644,6.277,230800.0,50.273,47.797,49.0048048780488,0.0,0.0,14.0854592720971,1.56015962794573,2848557,1.25247611992249,236800.0,5500.0,0.169182669296483,3250924.0,12.377,3.76590813109289,1981
16090.0,6.97140381282496,0.235242669401111,3.37954939341421,42.727,Lao PDR,16.462,6.315,230800.0,50.576,48.104,49.3098536585366,0.0,0.0,14.366226169844,1.97370389654217,2896286,1.66166762834411,236800.0,5500.0,0.165876241244373,3315725.0,12.65,4.15534966598055,1982
16170.0,7.00606585788562,0.231341634126575,3.40121317157712,42.819,Lao PDR,16.258,6.345,230800.0,50.906,48.44,49.6429268292683,0.0,0.0,14.70212305026,2.31118616043354,2954503,1.99012206499085,236800.0,5400.0,0.159139468061593,3393250.0,12.93,4.50048330196488,1983
16200.0,7.01906412478336,0.225472148732344,3.40121317157712,42.926,Lao PDR,16.026,6.363,230800.0,51.271,48.816,50.0135609756098,0.0,0.0,15.0848483535529,2.56989112190733,3021527,2.24318855351979,236800.0,5600.0,0.160846373617978,3481583.0,13.214,4.74252840541074,1984
16300.0,7.06239168110919,0.220838116994444,3.42287694974004,43.031,Lao PDR,15.762,6.369,230800.0,51.677,49.237,50.427243902439,0.0,0.0,15.4994844020797,2.71159392267723,3094205,2.37686744895865,236800.0,5800.0,0.162134313742756,3577281.0,13.504,4.88257699668877,1985
16350.0,7.0840554592721,0.215352454746074,3.4315424610052,43.125,Lao PDR,15.459,6.361,230800.0,52.136,49.715,50.8959756097561,0.0,0.0,15.9345407279029,2.76823668701832,3170023,2.4207836155275,236800.0,5961.0,0.162085351356231,3677692.0,13.804,4.96556692373599,1986
16380.0,7.09705372616984,0.209666608940047,3.43587521663778,43.204,Lao PDR,15.112,6.342,230800.0,52.659,50.255,51.4276829268293,0.0,0.0,16.3873266897747,2.801914741628,3248225,2.43698499157825,236800.0,6100.0,0.161282006876959,3782195.0,14.118,5.05099971985547,1987
16400.0,7.10571923743501,0.203785842409042,3.43587521663778,43.249,Lao PDR,14.722,6.313,230800.0,53.247,50.855,52.0218292682927,0.0,0.0,16.8602253032929,2.84490423926159,3329469,2.47041385187265,236800.0,6231.0,0.160124789918126,3891340.0,14.439,5.09326285726386,1988
16500.0,7.14904679376083,0.198507770892568,3.44454072790295,43.233,Lao PDR,14.294,6.274,230800.0,53.897,51.507,52.6728536585366,0.0,0.0,17.3521707105719,2.87602958990983,3413520,2.49311851300636,236800.0,6468.0,0.161502926054482,4004881.0,14.766,5.11543738497411,1989
16520.0,7.157712305026,0.192833062113834,3.44454072790295,43.123,Lao PDR,13.833,6.222,230800.0,54.603,52.205,53.374756097561,0.0,0.0,17.8628119584055,2.90033959667125,3500286,2.51006624947068,236800.0,6265.0,0.151962155238134,4122737.0,15.098,5.1238250352097,1990
16600.0,7.19237435008666,0.188242722380858,3.46187175043328,42.867,Lao PDR,13.342,6.152,230800.0,55.356,52.942,54.1195609756098,0.0,0.0,18.3904679376083,2.91114759783208,3589293,2.51105677299608,236800.0,6910.0,0.162798149142895,4244520.0,15.437,5.13168300997618,1991
16620.0,7.20103986135182,0.18284003899367,3.46187175043328,42.411,Lao PDR,12.824,6.057,230800.0,56.145,53.71,54.8978048780488,0.0,0.0,18.9338821490468,2.91205398711313,3680276,2.50325021958676,236800.0,7266.0,0.166272305798249,4369940.0,15.782,5.12227819867252,1992
16640.0,7.20970537261698,0.177641336583199,3.46187175043328,41.737,Lao PDR,12.288,5.934,230800.0,56.955,54.498,55.6965365853659,290.0,0.0064475578985141,19.4879852686308,2.88451122228734,3772193,2.46687805836964,236800.0,8510.0,0.189202474883983,4497827.0,16.133,5.08412330082787,1993
16650.0,7.21403812824957,0.172724601971395,3.46187175043328,40.847,Lao PDR,11.745,5.782,230800.0,57.77,55.293,56.5012926829268,340.0,0.00734998306261256,20.0427253032929,2.80681245415273,3863057,2.38023089945812,236800.0,8598.0,0.185868101095126,4625861.0,16.49,4.99553620749916,1994
16900.0,7.32235701906413,0.173011036083535,3.56152512998267,39.753,Lao PDR,11.205,5.603,230800.0,58.576,56.083,57.2990975609756,625.0,0.0131547320623126,20.5855372616984,2.6722494402146,3950385,2.23542035709716,236800.0,18126.0,0.381508277378365,4751142.0,16.854,4.85564127046116,1995
17000.0,7.36568457538995,0.169969159219226,3.58752166377816,38.467,Lao PDR,10.677,5.398,230800.0,59.364,56.86,58.0814634146342,1539.0,0.031592093724443,21.1068977469671,2.50111399477599,4024908,1.86890109487116,236800.0,16602.0,0.340800480840288,4871472.0,17.378,5.56282738937674,1996
17000.0,7.36568457538995,0.165243115939704,3.57019064124783,37.008,Lao PDR,10.17,5.168,230800.0,60.126,57.618,58.8414146341463,3790.0,0.0760038118217813,21.6056845753899,2.33565603536574,4077337,1.29420257723815,236800.0,19468.0,0.390406915183757,4986592.0,18.234,7.14397787402633,1997
17560.0,7.60831889081456,0.167558612159497,3.7001733102253,35.439,Lao PDR,9.686,4.922,230800.0,60.866,58.356,59.5803902439025,4915.0,0.0964344940004599,22.0828596187175,2.18452698879728,4122230,1.09501998290203,236800.0,24553.0,0.481740820181748,5096724.0,19.12,6.92927790354223,1998
17800.0,7.71230502599653,0.165740608641046,3.73483535528596,33.844,Lao PDR,9.232,4.669,230800.0,61.581,59.072,60.2959024390244,6453.0,0.124074727095205,22.5342201039861,2.02333225934121,4158690,0.880584176654734,236800.0,28472.0,0.547443922184207,5200898.0,20.039,6.7178456590436,1999
18080.0,7.83362218370884,0.165529602241992,3.7998266897747,32.3,Lao PDR,8.812,4.42,230800.0,62.269,59.763,60.9854390243903,12078.0,0.227966537728481,22.9555719237435,1.85256450535952,4186012,0.654836988382743,236800.0,35107.0,0.662628021198359,5298146.0,20.991,6.49391526321692,2000
18510.0,8.01993067590988,0.170740909763244,3.98613518197574,30.921,Lao PDR,8.435,4.19,230800.0,62.927,60.423,61.6444634146342,12681.0,0.235344073555184,23.3461048526863,1.6869462081574,4204098,0.431127315704166,236800.0,40876.0,0.758609285595907,5388281.0,21.977,6.27723931637955,2001
19010.0,8.236568457539,0.177325417185465,4.20277296360485,29.816,Lao PDR,8.105,3.991,230800.0,63.551,61.05,62.27,29545.0,0.540111283581915,23.7009055459272,1.50831016312283,4212413,0.197587877095709,236800.0,52625.0,0.962036090658259,5470169.0,22.993,6.02760954719543,2002
19090.0,8.27123050259965,0.171317948981515,4.11611785095321,29.024,Lao PDR,7.82,3.829,230800.0,64.146,61.647,62.8660243902439,55160.0,0.994726112191616,24.026191507799,1.3631292023881,4211946,-0.0110868969491571,236800.0,61910.0,1.11645202331006,5545245.0,24.044,5.83271413189564,2003
