# killed,# wounded,age,assassination?,attacker.name,birth.location,birth.year,campaign.name,country,day,education,gender,location,marital,month,occupation,religion,target.name,type,weapon,year
2,0,21,False,Wafaa Nour E'Dinaka Wafa Noureddine,Lebanon,1964,Hezbollah vs. Israel,Lebanon,9,Unknown,Female,"Lebanon, HasbayaLiban-Sud",Unknown,5,Unknown,Secular,South Lebanon Army (SLA) checkpoint,Security,Car bomb,1985
3,11,-1,True,Unknown,Iraq,-1,Isolated Attacks,Kuwait,25,Unknown,Male,"Kuwait, Kuwait CityAl Kuwayt",Unknown,5,Unknown,Muslim (Shia),"Sheik Jaber al-Ahmed al-Sabah, ruler of Kuwait",Political,Car bomb,1985
23,36,19,False,Unknown,Unknown,1966,Hezbollah vs. Israel,Lebanon,15,Unknown,Male,"Lebanon, BeirutBeyrouth",Unknown,6,Unknown,Muslim (Sunni),Barracks for mostly Shia soldiers of the Lebanese Army's 6th Brigade,Security,Car bomb,1985
2,2,28,False,Ibtissam Harbaka Rafiqa,Lebanon,1957,Hezbollah vs. Israel,Lebanon,9,Secondary,Female,"Lebanon, Ras al-BiyadaLiban-Sud",Unknown,7,Student,Secular,South Lebanon Army (SLA) checkpoint,Security,Car bomb,1985
15,4,20,False,Khaled Azrak,Syria,-1,Hezbollah vs. Israel,Lebanon,9,Post-secondary,Male,"Lebanon, HasbayaLiban-Sud",Unknown,7,Unknown,Secular,South Lebanon Army (SLA) checkpoint,Security,Car bomb,1985
12,0,23,False,Hisham Ibrahim Abbass,Lebanon,1963,Hezbollah vs. Israel,Lebanon,15,Unknown,Male,"Lebanon, Kafr TebnitLiban-Sud",Unknown,7,Unknown,Secular,South Lebanon Army (SLA) checkpoint,Security,Car bomb,1985
1,2,22,False,Ali Ghazi Taleb,Lebanon,1963,Hezbollah vs. Israel,Lebanon,31,Secondary,Male,"Lebanon, ArnounLiban-Sud",Unknown,7,Unknown,Muslim (Sunni),Israeli Defense Forces (IDF) miltary convoy,Security,Car bomb,1985
0,1,23,False,Jamal Sati,Lebanon,1962,Hezbollah vs. Israel,Lebanon,6,Post-secondary,Male,"Lebanon, HasbayaLiban-Sud",Unknown,8,Unknown,Muslim (Shia),South Lebanon Army (SLA) Headquarters,Security,Animal bomb,1985
1,0,17,False,Abdallah Abdul Qadiraka Abdullah Khaled Abdel-Kader,Syria,1968,Hezbollah vs. Israel,Lebanon,15,Unknown,Male,"Lebanon, Bint JbeilNabatiye",Unknown,8,Unknown,Secular,South Lebanon Army (SLA) checkpoint,Security,Car bomb,1985
3,4,18,False,Menaa Hassan Kataya,Lebanon,1967,Hezbollah vs. Israel,Lebanon,28,Unknown,Male,"Lebanon, RaimatLiban-Sud",Unknown,8,Unknown,Unknown,South Lebanon Army (SLA) checkpiont,Security,Car bomb,1985
0,7,24,False,Issam Ahmed Hussein Khodr,Lebanon,1961,Hezbollah vs. Israel,Lebanon,3,Unknown,Male,"Lebanon, Kfar HounehLiban-Sud",Unknown,9,Unknown,Muslim (NA),South Lebanon Army (SLA) checkpoint,Security,Car bomb,1985
1,12,18,False,Meriam Kheyreddine,Lebanon,1967,Hezbollah vs. Israel,Lebanon,11,Unknown,Female,"Lebanon, HasbayaNabatiye",Unknown,9,Unknown,Muslim (Shia),South Lebanon Army (SLA) checkpoint,Security,Car bomb,1985
30,0,23,False,Ali Tolba Hassanaka Ali Tibah Hassan,Egypt,1962,Hezbollah vs. Israel,Lebanon,18,Unknown,Male,"Lebanon, IskandarounaLiban-Sud",Unknown,9,Unknown,Secular,South Lebanon Army (SLA) checkpoint,Security,Car bomb,1985
15,15,24,False,Ammar Al Aathar,Syria,1961,Hezbollah vs. Israel,Lebanon,4,Unknown,Male,"Lebanon, ArnounLiban-Sud",Unknown,11,Unknown,Unknown,South Lebanon Army (SLA) checkpoint,Security,Car bomb,1985
5,24,-1,True,Unknown,Unknown,-1,Hezbollah vs. Israel,Lebanon,12,Unknown,Unknown,"Lebanon, AawkarLiban-Nord",Unknown,11,Unknown,Unknown,Christian Militia Leaders,Security,Car bomb,1985
20,15,18,False,Hamida Mustafa El-Taher,Brazil,1968,Hezbollah vs. Israel,Lebanon,26,Unknown,Female,"Lebanon, RaimatLiban-Sud",Unknown,11,Unknown,Unknown,South Lebanon Army (SLA) checkpoint,Security,Car bomb,1985
15,6,16,False,Haydar Haydar Qays,Lebanon,1969,Hezbollah vs. Israel,Lebanon,8,Unknown,Male,"Lebanon, HasbayaLiban-Sud",Unknown,4,Unknown,Secular,South Lebanon Army (SLA) checkpoint,Security,Car bomb,1986
10,13,26,False,Norma Badwi Abi Hassan,Lebanon,1960,Hezbollah vs. Israel,Lebanon,17,Post-secondary,Female,"Lebanon, JezzineLiban-Sud",Unknown,7,Skilled,Christian,South Lebanon Army (SLA) checkpoint,Security,Car bomb,1986
8,5,-1,False,Unknown,Unknown,-1,Hezbollah vs. Israel,Lebanon,20,Unknown,Unknown,"Lebanon, Ein HamaraLiban-Sud",Unknown,11,Unknown,Muslim (Shia),United Nations Forces in Lebanon (UNIFIL) checkpoint,Security,Car bomb,1986
55,27,21,False,Vallipuram Vasanthanaka Captain Miller,Sri Lanka,1966,LTTE vs. Sri Lanka & India,Sri Lanka,5,Unknown,Male,"Sri Lanka, NelliadyNorthern Province",Unknown,7,Unknown,Hindu,Sri Lankan Army Post,Security,Truck bomb,1987
6,73,-1,False,Soraya Sahyouni,Unknown,-1,Hezbollah vs. Israel,Lebanon,11,Unknown,Female,"Lebanon, BeirutBeyrouth",Unknown,11,Unknown,Muslim (Sunni),Beirut International Airport passenger terminal,Civilian,Backpack bomb,1987
7,37,-1,False,Unknown,Unknown,-1,Hezbollah vs. U.S. & France,Lebanon,14,Unknown,Female,"Lebanon, BeirutBeyrouth",Unknown,11,Unknown,Unknown,American University of Beirut Hospital,Civilian,Other PBIED,1987
0,0,-1,False,Haitham Subhi Daboqaka Abd Al-Raouf,Unknown,-1,Hezbollah vs. Israel,Lebanon,19,Unknown,Male,"Lebanon, Jisr el KhardaliNabatiye",Unknown,8,Unknown,Muslim (Shia),Israeli Defense Forces (IDF) military convoy,Security,Car bomb,1988
7,11,20,False,Abdallah 'Atweh,Lebanon,1967,Hezbollah vs. Israel,Lebanon,19,Unknown,Male,"Lebanon, KifarkalaLiban-Sud",Unknown,10,Unknown,Muslim (Shia),Israeli Defense Forces (IDF) military convoy,Security,Car bomb,1988
0,6,-1,False,As'ad Berro,Unknown,-1,Hezbollah vs. Israel,Lebanon,9,Unknown,Male,"Lebanon, QlaiaaLiban-Sud",Unknown,8,Unknown,Unknown,Israeli Defense Forces (IDF) military convoy,Security,Truck bomb,1989
0,3,-1,False,Unknown,Unknown,-1,Palestinian Resistance vs. Israel,Lebanon,30,Unknown,Unknown,"Lebanon, TyreLiban-Sud",Unknown,10,Unknown,Unknown,Israeli Naval Patrol Ship,Security,Boat bomb,1989
6,0,-1,False,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,12,Unknown,Male,"Sri Lanka, TrincomaleeEastern Province",Unknown,7,Unknown,Unknown,Sri Lankan Navy (SLN) ship,Security,Boat bomb,1990
0,2,19,False,Fadwa Hasan Ghanem,Lebanon,1971,Hezbollah vs. Israel,Lebanon,25,Unknown,Female,"Lebanon, ArnounLiban-Sud",Unknown,11,Unknown,Unknown,Israeli Defense Forces (IDF) military convoy,Security,Backpack bomb,1990
5,1,-1,False,Unknown,Unknown,-1,Hezbollah vs. Israel,Lebanon,27,Unknown,Male,"Lebanon, ShebaaLiban-Sud",Unknown,11,Unknown,Unknown,Israeli Defense Forces (IDF) patrol,Security,Belt bomb,1990
0,0,23,False,Kasipillai Thayaparan,Unknown,1968,LTTE vs. Sri Lanka & India,Sri Lanka,19,Unknown,Male,"Sri Lanka, SilavathuraiNorthern Province",Unknown,3,Unknown,Hindu,Sri Lankan Army camp,Security,Truck bomb,1991
6,8,18,False,Periyathamby Chandranaka Capt.Sithamparam,Sri Lanka,1972,LTTE vs. Sri Lanka & India,Sri Lanka,4,Unknown,Male,"Sri Lanka, Point Pedro (Off Coast)Eastern Province",Unknown,5,Unknown,Hindu,Sri Lankan Navy (SLN) ship,Security,Boat bomb,1991
14,0,-1,True,Dhanu,Sri Lanka,-1,LTTE vs. Sri Lanka & India,India,21,Unknown,Female,"India, MadrasTamil Nadu",Unknown,5,Unknown,Hindu,"Rajiv Gandhi Madras, candiate for Indian Prime Minister [killed]",Political,Belt bomb,1991
60,60,-1,False,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,21,Unknown,Male,"Sri Lanka, ColomboWestern Province",Unknown,6,Unknown,Unknown,Defense Ministry Military Headquarters,Security,Truck bomb,1991
4,0,-1,True,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,16,Unknown,Male,"Sri Lanka, ColomboWestern Province",Unknown,11,Unknown,Hindu,Navy Commander Clancy Fernando traveling in a car,Security,Motorcycle bomb,1992
1,9,22,False,Sahar Taman Nablusi,"Palestinian Territory, Occupied",1971,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",16,Unknown,Male,"Palestinian Territory, Occupied, Mehola (S)West Bank",Unknown,4,Unknown,Muslim (NA),Egged Bus Carrying IDF Soldiers,Security,Car bomb,1993
24,60,-1,True,Kulaweerasingham Veerakumaraka Babu,Sri Lanka,-1,LTTE vs. Sri Lanka & India,Sri Lanka,1,Unknown,Male,"Sri Lanka, ColomboWestern Province",Unknown,5,Unknown,Hindu,Ranashighe Premadasa (President of Sri Lanka),Political,Belt bomb,1993
12,0,-1,False,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,29,Unknown,Unknown,"Sri Lanka, Point Pedro (Off Coast)Eastern Province",Unknown,8,Unknown,Unknown,Sri Lankan Navy (SLN) ship,Security,Boat bomb,1993
0,30,-1,False,Kamal Bani Odeh,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",4,Unknown,Male,"Palestinian Territory, Occupied, Shilo (S)West Bank",Unknown,10,Unknown,Muslim (NA),Bus Carrying IDF Soldiers,Security,Car bomb,1993
200,0,19,False,Ratnasingham Arulananthamaka Capt. Karikalan,Sri Lanka,1973,LTTE vs. Sri Lanka & India,Sri Lanka,11,Unknown,Male,"Sri Lanka, PoonerynNorthern Province",Unknown,11,Unknown,Hindu,Joint Sri Lankan Army and Navy base,Security,Boat bomb,1993
0,3,22,False,Anwar Aziz,"Palestinian Territory, Occupied",1971,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",13,Unknown,Male,"Palestinian Territory, Occupied, RafahGaza",Married,12,Skilled,Muslim (NA),IDF Golani Brigade Patrol,Security,Car bomb,1993
9,150,19,False,Ra'id 'Abdallah Zakarinahaka Raed Mohammed Zakarieh,"Palestinian Territory, Occupied",1975,Palestinian Resistance vs. Israel,Israel,6,Secondary,Male,"Israel, AfulaHauafon Province (Northern)",Unknown,4,Unskilled,Muslim (NA),Public Bus transporting Israeli civilians,Civilian,Car bomb,1994
6,25,22,False,Amaar Saleh Amarnah,"Palestinian Territory, Occupied",1972,Palestinian Resistance vs. Israel,Israel,13,Unknown,Male,"Israel, HaderaHiefa Province (Haifa)",Unmarried,4,Unskilled,Muslim (NA),Public Bus transporting Israeli civilians,Civilian,Belt bomb,1994
85,200,21,False,Ibrahim Husein Berro,Unknown,1973,Isolated Attacks,Argentina,18,Unknown,Male,"Argentina, Buenos AiresBuenos Aires",Unknown,7,Unknown,Unknown,Asociacion Mutual Israelita Argentina (AMIA) Jewish center,Civilian,Car bomb,1994
1,2,18,False,Kunamalai Rasikumaraka Lieut. Rangan,Sri Lanka,1976,LTTE vs. Sri Lanka & India,Sri Lanka,2,Unknown,Male,"Sri Lanka, JaffnaNorthern Province",Unknown,8,Unknown,Hindu,Palay Airbase,Security,Belt bomb,1994
0,0,21,False,Pushpakala Thuraisingham,Sri Lanka,1973,LTTE vs. Sri Lanka & India,Sri Lanka,10,Unknown,Female,"Sri Lanka, KankesanthuraiNorthern Province",Unknown,8,Unknown,Hindu,Sri Lankan Navy (SLN) ship,Security,Boat bomb,1994
35,0,22,False,Pathmavathy Arumugam,Sri Lanka,1972,LTTE vs. Sri Lanka & India,Sri Lanka,19,Unknown,Female,"Sri Lanka, Mannar (Off Coast)Northern Province",Unknown,9,Unknown,Hindu,Sri Lankan Navy (SLN) ship,Security,Boat bomb,1994
22,48,27,False,Saleh 'Abdul Rahim Hassan Assawi,"Palestinian Territory, Occupied",1967,Palestinian Resistance vs. Israel,Israel,19,Unknown,Male,"Israel, Tel AvivTel Aviv Province",Unknown,10,Unskilled,Muslim (NA),Public Bus transporting Israeli civilians,Civilian,Belt bomb,1994
57,0,-1,True,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,24,Unknown,Female,"Sri Lanka, ColomboWestern Province",Unknown,10,Unknown,Hindu,"Gamini Dissanayake (Political Candidate, Opposition Leader)",Political,Belt bomb,1994
0,0,23,False,Santhanam Yogeswaran,Sri Lanka,1971,LTTE vs. Sri Lanka & India,Sri Lanka,8,Unknown,Male,"Sri Lanka, Vettilaikerny (Off Coast)Eastern Province",Unknown,11,Unknown,Hindu,Sri Lankan Navy (SLN) ship,Security,Boat bomb,1994
3,0,21,False,Hisham Ismael Abd Alrahman Hamad,Unknown,1973,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",11,Post-secondary,Male,"Palestinian Territory, Occupied, Netzarim (S)Gaza",Unknown,11,Skilled,Unknown,Israel Defense Forces (IDF) Checkpoint,Security,Motorcycle bomb,1994
0,13,21,False,Ayman Kamil Rada,"Palestinian Territory, Occupied",1973,Palestinian Resistance vs. Israel,Israel,25,Post-secondary,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,12,Skilled,Muslim (NA),Bus Transporting Soldiers,Security,Belt bomb,1994
21,50,25,False,Anwar Mohammad Saqr,"Palestinian Territory, Occupied",1970,Palestinian Resistance vs. Israel,Israel,22,Unknown,Male,"Israel, NatanyaHaMerkaz Province (Central)",Married,1,Skilled,Muslim (NA),Bus Station,Civilian,Belt bomb,1995
42,286,-1,False,Unknown,Unknown,-1,Isolated Attacks,Algeria,30,Unknown,Unknown,"Algeria, AlgiersAlger Province",Unknown,1,Unknown,Unknown,Police headquarters,Security,Car bomb,1995
7,45,24,False,Khaled Mohammed Mahmour al-Khatib,"Palestinian Territory, Occupied",1971,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",9,Secondary,Male,"Palestinian Territory, Occupied, Kefar Darom (S)Gaza",Unknown,4,Unskilled,Muslim (NA),Public Bus transporting Israeli civilians,Civilian,Car bomb,1995
9,57,22,False,Eimad Abu-Amoona,"Palestinian Territory, Occupied",1973,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",9,Unknown,Male,"Palestinian Territory, Occupied, Netzarim (S)West Bank",Unknown,4,Unknown,Muslim (NA),Israeli Defense Forces (IDF) Patrol,Security,Car bomb,1995
16,22,21,False,Govindan Sivarajah Govindan Sivarajahaka Major Kathiravan,Sri Lanka,1974,LTTE vs. Sri Lanka & India,Sri Lanka,19,Unknown,Male,"Sri Lanka, TrincomaleeEastern Province",Unknown,4,Unknown,Hindu,Sri Lankan Naval (SLN) base,Security,Scuba bomb,1995
0,30,27,False,Salah Ghandour,Lebanon,1968,Hezbollah vs. Israel,Lebanon,25,Unknown,Male,"Lebanon, Bint JbeilNabatiye",Married,4,Professional,Unknown,Israeli Defense Forces (IDF) convoy,Security,Car bomb,1995
0,3,21,False,Muawiya Ahmed Roka,"Palestinian Territory, Occupied",1974,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",25,Post-secondary,Male,"Palestinian Territory, Occupied, Khan YunisWest Bank",Unknown,6,Student,Muslim (NA),Israeli Defense Forces (IDF) base,Security,Animal bomb,1995
10,0,20,False,Francis Douglas,Sri Lanka,1975,LTTE vs. Sri Lanka & India,Sri Lanka,16,Unknown,Male,"Sri Lanka, KankesanthuraiNorthern Province",Unknown,7,Unknown,Hindu,Sri Lankan Navy (SLN) ship,Security,Scuba bomb,1995
8,33,22,False,Labib Anwar 'Azzam,"Palestinian Territory, Occupied",1973,Palestinian Resistance vs. Israel,Israel,24,Unknown,Male,"Israel, Ramat GanTel Aviv Province",Unknown,7,Unknown,Muslim (NA),Public Bus #20 transporting Israeli civilians,Civilian,Belt bomb,1995
22,53,25,False,Unknown,India,1970,LTTE vs. Sri Lanka & India,Sri Lanka,7,Unknown,Male,"Sri Lanka, ColomboWestern Province",Unknown,8,Unknown,Hindu,Chief Minister,Political,Cart bomb,1995
4,107,26,False,Sufiyah Salim 'Abd-Rabbuh,"Palestinian Territory, Occupied",1969,Palestinian Resistance vs. Israel,Israel,21,Secondary,Male,"Israel, Jerusalem (East)Yerushalayim Province (Jerusalem)",Unmarried,8,Unskilled,Muslim (NA),Public Bus #26 transporting Israeli civilians,Civilian,Belt bomb,1995
18,30,-1,True,Dilawar Singh,India,-1,BKI vs. India,India,31,Unknown,Male,"India, ChandigarhChandigarh",Unknown,8,Unknown,Unknown,Chief Minister Beant Singh,Political,Belt bomb,1995
0,0,19,False,Shyamala Muthulingam,Sri Lanka,1976,LTTE vs. Sri Lanka & India,Sri Lanka,10,Unknown,Female,"Sri Lanka, KankesanthuraiNorthern Province",Unknown,9,Unknown,Hindu,Sri Lankan Navy (SLN) ship,Security,Scuba bomb,1995
9,6,22,False,Subranmaniam Sutharsan,Sri Lanka,1973,LTTE vs. Sri Lanka & India,Sri Lanka,17,Unknown,Male,"Sri Lanka, TrincomaleeEastern Province",Unknown,10,Unknown,Hindu,Sri Lankan Navy (SLN) ship,Security,Scuba bomb,1995
20,25,-1,False,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,20,Unknown,Unknown,"Sri Lanka, ColomboWestern Province",Unknown,10,Unknown,Hindu,"Kolonnawa and Orugodawatta National Oil Depot, a key strategic oil reserve for the military",Civilian,Belt bomb,1995
20,60,-1,False,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,11,Unknown,Male,"Sri Lanka, ColomboWestern Province",Unknown,11,Unknown,Hindu,Sri Lankan Army National Headquarters,Security,Belt bomb,1995
17,60,-1,False,Unknown,Unknown,-1,Isolated Attacks,Pakistan,19,Unknown,Unknown,"Pakistan, IslamabadIslamabad Province",Unknown,11,Unknown,Unknown,Egyptian Embassy in Pakistan,Political,Car bomb,1995
29,0,22,False,Justin Jude Nevil,Sri Lanka,1973,LTTE vs. Sri Lanka & India,Sri Lanka,5,Unknown,Male,"Sri Lanka, BatticaloaEastern Province",Unknown,12,Unknown,Hindu,Sri Lankan Troops,Security,Truck bomb,1995
0,2,-1,False,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,30,Unknown,Male,"Sri Lanka, BatticaloaEastern Province",Unknown,12,Unknown,Unknown,Army Truck,Security,Belt bomb,1995
0,7,-1,False,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,8,Unknown,Unknown,"Sri Lanka, BatticaloaEastern Province",Unknown,1,Unknown,Hindu,Market,Civilian,Belt bomb,1996
120,1400,-1,False,Raj,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,31,Unknown,Male,"Sri Lanka, ColomboWestern Province",Unknown,1,Unknown,Hindu,Central Bank of Sri Lanka,Civilian,Truck bomb,1996
5,31,23,False,Ibrahim Hasan al-Sarahinahaka Ahmad Shhin,"Palestinian Territory, Occupied",1973,Palestinian Resistance vs. Israel,Israel,25,Post-secondary,Male,"Israel, AshqelonHaDarom Province (Southern)",Unknown,2,Unknown,Unknown,Israeli Defence Forces (IDF) soldiers,Civilian,Car bomb,1996
24,50,19,False,Majid Muhammad Abu-Warda,"Palestinian Territory, Occupied",1977,Palestinian Resistance vs. Israel,Israel,25,Secondary,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,2,Unknown,Muslim (NA),Public Bus transporting Israeli civilians,Civilian,Belt bomb,1996
18,10,24,False,Salim 'Umran 'Ubayduaka Islam Mohammed Abdo,"Palestinian Territory, Occupied",1972,Palestinian Resistance vs. Israel,Israel,3,Post-secondary,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,3,Professional,Muslim (NA),Public Bus #18 transporting Israeli civilians,Civilian,Belt bomb,1996
14,130,24,False,Salah 'Abdul Rahim Ishaq,Unknown,1972,Palestinian Resistance vs. Israel,Israel,4,Unknown,Male,"Israel, Tel AvivTel Aviv Province",Unknown,3,Unknown,Muslim (NA),Shopping Mall,Civilian,Belt bomb,1996
1,8,20,False,Ali Ashmar,Lebanon,1976,Hezbollah vs. Israel,Lebanon,20,Unknown,Male,"Lebanon, UdaysahLiban-Sud",Unknown,3,Unknown,Unknown,Israeli Defense Forces (IDF) Convoy,Security,Belt bomb,1996
10,6,23,False,Sangarapillai Thavarajah,Sri Lanka,1973,LTTE vs. Sri Lanka & India,Sri Lanka,30,Unknown,Male,"Sri Lanka, Vettilaikerny (Off Coast)Eastern Province",Unknown,3,Unknown,Hindu,Sri Lankan Navy (SLN) ship,Security,Boat bomb,1996
0,1,25,False,Viswasan Danielaka Major Poyyamozhi,Sri Lanka,1971,LTTE vs. Sri Lanka & India,Sri Lanka,12,Unknown,Male,"Sri Lanka, ColomboWestern Province",Unknown,4,Unknown,Unknown,Sri Lankan Navy port,Security,Boat bomb,1996
9,30,24,False,Zeynep Kinaliaka Zilam,Turkey,1972,PKK vs. Turkey,Turkey,30,Post-secondary,Female,"Turkey, TunceliTunceli Province",Unknown,6,Unknown,Unknown,Military Parade,Security,Belt bomb,1996
36,55,-1,True,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,4,Unknown,Female,"Sri Lanka, JaffnaNorthern Province",Unknown,7,Unknown,Hindu,Ananda Hamangoda (Military Commander) and Nimal Siripala DeSilva (Housing Minister),Security,Belt bomb,1996
28,0,18,False,Ulaganathan Ramesh,Sri Lanka,1978,LTTE vs. Sri Lanka & India,Sri Lanka,19,Unknown,Male,"Sri Lanka, Mullaittivu (Off Coast)Northern Province",Unknown,7,Unknown,Hindu,Sri Lankan Navy (SLN) gunboat,Security,Boat bomb,1996
12,0,21,False,Kanthasamy Gopalakrishnan,Sri Lanka,1975,LTTE vs. Sri Lanka & India,Sri Lanka,25,Unknown,Male,"Sri Lanka, Trincomalee (Off Coast)Eastern Province",Unknown,10,Unknown,Hindu,Sri Lankan Navy (SLN) ship,Security,Boat bomb,1996
4,12,17,False,Leyla Kaplanaka Pinar,Turkey,1979,PKK vs. Turkey,Turkey,25,Unknown,Female,"Turkey, AdanaAdana Province",Unknown,10,Unknown,Unknown,Turkish Police Mobile Forces Directorate,Security,Belt bomb,1996
4,9,-1,False,Unknown,Unknown,-1,PKK vs. Turkey,Turkey,29,Unknown,Female,"Turkey, SivasSivas Province",Unknown,10,Unknown,Unknown,Turkish Police,Security,Belt bomb,1996
0,1,-1,False,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,25,Unknown,Female,"Sri Lanka, TrincomaleeEastern Province",Unknown,11,Unknown,Hindu,Police Official,Security,Belt bomb,1996
1,1,-1,True,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,17,Unknown,Unknown,"Sri Lanka, BatticaloaEastern Province",Unknown,12,Unknown,Hindu,Upali Sahabandu (Special Task Force Commander),Security,Motorcycle bomb,1996
4,6,22,False,Kanthasamy Sivagunamaka Captian Vijaruban,Sri Lanka,1975,LTTE vs. Sri Lanka & India,Sri Lanka,6,Unknown,Male,"Sri Lanka, TrincomaleeEastern Province",Unknown,3,Unknown,Hindu,Sri Lankan China Bay Military Base,Security,Belt bomb,1997
