attendance,capacity,date,day,gross,month,performances,previews,show,theatre,year
1954,0.61,09/15/2002,15,82298,9,4,0,"THE GOAT, OR WHO IS SYLVIA?",John Golden,2002
5442,0.72,09/15/2002,15,241483,9,7,0,THE GRADUATE,Plymouth,2002
12923,0.9,09/15/2002,15,980261,9,8,0,THE LION KING,New Amsterdam,2002
7889,0.61,09/15/2002,15,393584,9,8,0,THE PHANTOM OF THE OPERA,Majestic,2002
12131,0.89,09/15/2002,15,1027566,9,8,0,THE PRODUCERS,St. James,2002
4518,0.54,09/15/2002,15,208242,9,8,0,THE TALE OF THE ALLERGIST'S WIFE,Ethel Barrymore,2002
9543,0.76,09/15/2002,15,582647,9,8,0,THOROUGHLY MODERN MILLIE,Marquis,2002
3668,0.73,09/15/2002,15,240743,9,8,0,URINETOWN,Henry Miller,2002
10510,0.72,09/22/2002,22,638785,9,8,0,42ND STREET '01,Ford Center,2002
10560,0.78,09/22/2002,22,604507,9,8,0,AIDA,Palace,2002
1093,0.57,09/22/2002,22,42449,9,0,2,AMOUR,Music Box,2002
7801,0.65,09/22/2002,22,408987,9,8,0,BEAUTY AND THE BEAST,Lunt-fontanne,2002
6343,0.86,09/22/2002,22,363422,9,8,0,CABARET 98,Studio 54 ('98),2002
6820,0.58,09/22/2002,22,362527,9,8,0,CHICAGO,Shubert,2002
7099,0.85,09/22/2002,22,457073,9,8,0,FRANKIE AND JOHNNY IN THE CLAIRE DE LUNE,Belasco,2002
11560,1.01,09/22/2002,22,871522,9,8,0,HAIRSPRAY,Neil Simon,2002
4763,0.52,09/22/2002,22,276487,9,8,0,INTO THE WOODS '02,Broadhurst,2002
4583,0.4,09/22/2002,22,234897,9,8,0,LES MIS?RABLES,Imperial,2002
11844,0.99,09/22/2002,22,997886,9,8,0,MAMMA MIA!,Cadillac Winter Garden,2002
3936,0.76,09/22/2002,22,191247,9,8,0,METAMORPHOSES,Circle In The Square,2002
8256,0.62,09/22/2002,22,535078,9,8,0,OKLAHOMA!,Gershwin,2002
4557,0.62,09/22/2002,22,215097,9,8,0,PROOF,Walter Kerr,2002
6872,0.73,09/22/2002,22,348612,9,8,0,RENT,Nederlander,2002
3428,0.72,09/22/2002,22,118708,9,0,8,"SAY GOODNIGHT, GRACIE",Helen Hayes,2002
5486,0.94,09/22/2002,22,273043,9,8,0,THE BOYS FROM SYRACUSE,American Airlines,2002
4070,0.63,09/22/2002,22,182960,9,8,0,"THE GOAT, OR WHO IS SYLVIA?",John Golden,2002
5085,0.59,09/22/2002,22,231967,9,8,0,THE GRADUATE,Plymouth,2002
14290,1.0,09/22/2002,22,1082778,9,8,0,THE LION KING,New Amsterdam,2002
8579,0.67,09/22/2002,22,457684,9,8,0,THE PHANTOM OF THE OPERA,Majestic,2002
13178,0.97,09/22/2002,22,1120923,9,8,0,THE PRODUCERS,St. James,2002
11796,0.93,09/22/2002,22,781304,9,8,0,THOROUGHLY MODERN MILLIE,Marquis,2002
4538,0.9,09/22/2002,22,298481,9,8,0,URINETOWN,Henry Miller,2002
10462,0.72,09/29/2002,29,650784,9,8,0,42ND STREET '01,Ford Center,2002
11078,0.82,09/29/2002,29,632591,9,8,0,AIDA,Palace,2002
4382,0.76,09/29/2002,29,189382,9,0,6,AMOUR,Music Box,2002
8946,0.74,09/29/2002,29,450962,9,8,0,BEAUTY AND THE BEAST,Lunt-fontanne,2002
6553,0.89,09/29/2002,29,376181,9,8,0,CABARET 98,Studio 54 ('98),2002
7207,0.62,09/29/2002,29,393856,9,8,0,CHICAGO,Shubert,2002
7541,0.89,09/29/2002,29,495567,9,0,7,FLOWER DRUM SONG,Virginia,2002
7472,0.9,09/29/2002,29,469313,9,8,0,FRANKIE AND JOHNNY IN THE CLAIRE DE LUNE,Belasco,2002
11560,1.01,09/29/2002,29,947801,9,8,0,HAIRSPRAY,Neil Simon,2002
5438,0.6,09/29/2002,29,300145,9,8,0,INTO THE WOODS '02,Broadhurst,2002
5254,0.46,09/29/2002,29,292800,9,8,0,LES MIS?RABLES,Imperial,2002
12177,1.02,09/29/2002,29,1015502,9,8,0,MAMMA MIA!,Cadillac Winter Garden,2002
4156,0.8,09/29/2002,29,217073,9,8,0,METAMORPHOSES,Circle In The Square,2002
10040,0.75,09/29/2002,29,614148,9,8,0,OKLAHOMA!,Gershwin,2002
4636,0.63,09/29/2002,29,223008,9,8,0,PROOF,Walter Kerr,2002
7087,0.75,09/29/2002,29,357525,9,8,0,RENT,Nederlander,2002
3621,0.76,09/29/2002,29,131094,9,0,8,"SAY GOODNIGHT, GRACIE",Helen Hayes,2002
5621,0.97,09/29/2002,29,275895,9,8,0,THE BOYS FROM SYRACUSE,American Airlines,2002
4652,0.72,09/29/2002,29,207669,9,8,0,"THE GOAT, OR WHO IS SYLVIA?",John Golden,2002
6838,0.8,09/29/2002,29,344713,9,8,0,THE GRADUATE,Plymouth,2002
14284,1.0,09/29/2002,29,1088334,9,8,0,THE LION KING,New Amsterdam,2002
9123,0.71,09/29/2002,29,504991,9,8,0,THE PHANTOM OF THE OPERA,Majestic,2002
13346,0.98,09/29/2002,29,1131374,9,8,0,THE PRODUCERS,St. James,2002
12284,0.97,09/29/2002,29,846512,9,8,0,THOROUGHLY MODERN MILLIE,Marquis,2002
4478,0.89,09/29/2002,29,305045,9,8,0,URINETOWN,Henry Miller,2002
10580,0.73,10/06/2002,6,663096,10,8,0,42ND STREET '01,Ford Center,2002
10717,0.79,10/06/2002,6,619988,10,8,0,AIDA,Palace,2002
5957,0.77,10/06/2002,6,272603,10,0,8,AMOUR,Music Box,2002
9137,0.76,10/06/2002,6,481024,10,8,0,BEAUTY AND THE BEAST,Lunt-fontanne,2002
6116,0.83,10/06/2002,6,355011,10,8,0,CABARET 98,Studio 54 ('98),2002
7329,0.63,10/06/2002,6,386075,10,8,0,CHICAGO,Shubert,2002
7373,0.87,10/06/2002,6,467463,10,0,7,FLOWER DRUM SONG,Virginia,2002
7359,0.88,10/06/2002,6,474685,10,8,0,FRANKIE AND JOHNNY IN THE CLAIRE DE LUNE,Belasco,2002
11560,1.01,10/06/2002,6,955629,10,8,0,HAIRSPRAY,Neil Simon,2002
5604,0.62,10/06/2002,6,319109,10,8,0,INTO THE WOODS '02,Broadhurst,2002
5713,0.5,10/06/2002,6,283455,10,8,0,LES MIS?RABLES,Imperial,2002
11677,0.97,10/06/2002,6,990892,10,8,0,MAMMA MIA!,Cadillac Winter Garden,2002
3339,0.64,10/06/2002,6,167803,10,8,0,METAMORPHOSES,Circle In The Square,2002
8838,0.84,10/06/2002,6,645921,10,0,8,MOVIN' OUT,Richard Rodgers,2002
9636,0.72,10/06/2002,6,601112,10,8,0,OKLAHOMA!,Gershwin,2002
4702,0.64,10/06/2002,6,218951,10,8,0,PROOF,Walter Kerr,2002
6804,0.72,10/06/2002,6,357114,10,8,0,RENT,Nederlander,2002
3209,0.68,10/06/2002,6,120317,10,0,8,"SAY GOODNIGHT, GRACIE",Helen Hayes,2002
5242,0.9,10/06/2002,6,260896,10,8,0,THE BOYS FROM SYRACUSE,American Airlines,2002
5094,0.79,10/06/2002,6,221957,10,8,0,"THE GOAT, OR WHO IS SYLVIA?",John Golden,2002
5595,0.65,10/06/2002,6,293403,10,8,0,THE GRADUATE,Plymouth,2002
14257,0.99,10/06/2002,6,1086755,10,8,0,THE LION KING,New Amsterdam,2002
8363,0.65,10/06/2002,6,446653,10,8,0,THE PHANTOM OF THE OPERA,Majestic,2002
13229,0.97,10/06/2002,6,1123420,10,8,0,THE PRODUCERS,St. James,2002
11578,0.92,10/06/2002,6,771140,10,8,0,THOROUGHLY MODERN MILLIE,Marquis,2002
4443,0.88,10/06/2002,6,298923,10,8,0,URINETOWN,Henry Miller,2002
11497,0.79,10/13/2002,13,757039,10,8,0,42ND STREET '01,Ford Center,2002
12009,0.89,10/13/2002,13,724284,10,8,0,AIDA,Palace,2002
6357,0.83,10/13/2002,13,286728,10,0,8,AMOUR,Music Box,2002
9745,0.81,10/13/2002,13,576067,10,8,0,BEAUTY AND THE BEAST,Lunt-fontanne,2002
6547,0.89,10/13/2002,13,392316,10,8,0,CABARET 98,Studio 54 ('98),2002
9617,0.82,10/13/2002,13,537281,10,8,0,CHICAGO,Shubert,2002
8402,0.87,10/13/2002,13,539936,10,0,8,FLOWER DRUM SONG,Virginia,2002
7475,0.9,10/13/2002,13,478825,10,8,0,FRANKIE AND JOHNNY IN THE CLAIRE DE LUNE,Belasco,2002
11560,1.01,10/13/2002,13,961320,10,8,0,HAIRSPRAY,Neil Simon,2002
5006,0.58,10/13/2002,13,188619,10,0,8,HOLLYWOOD ARMS,Cort,2002
6439,0.71,10/13/2002,13,388973,10,8,0,INTO THE WOODS '02,Broadhurst,2002
7670,0.68,10/13/2002,13,366857,10,8,0,LES MIS?RABLES,Imperial,2002
11984,1.0,10/13/2002,13,1015075,10,8,0,MAMMA MIA!,Cadillac Winter Garden,2002
3928,0.76,10/13/2002,13,202003,10,8,0,METAMORPHOSES,Circle In The Square,2002
9248,0.87,10/13/2002,13,584811,10,0,8,MOVIN' OUT,Richard Rodgers,2002
11337,0.85,10/13/2002,13,730655,10,8,0,OKLAHOMA!,Gershwin,2002
4986,0.67,10/13/2002,13,237725,10,8,0,PROOF,Walter Kerr,2002
4300,0.56,10/13/2002,13,255570,10,0,7,PRUNE DANISH,Royale,2002
7868,0.83,10/13/2002,13,419637,10,8,0,RENT,Nederlander,2002
3282,0.79,10/13/2002,13,142131,10,4,3,"SAY GOODNIGHT, GRACIE",Helen Hayes,2002
5238,0.9,10/13/2002,13,244772,10,8,0,THE BOYS FROM SYRACUSE,American Airlines,2002
5280,0.82,10/13/2002,13,252871,10,8,0,"THE GOAT, OR WHO IS SYLVIA?",John Golden,2002
6294,0.73,10/13/2002,13,338331,10,8,0,THE GRADUATE,Plymouth,2002
14527,1.01,10/13/2002,13,1091624,10,8,0,THE LION KING,New Amsterdam,2002
10105,0.79,10/13/2002,13,560807,10,8,0,THE PHANTOM OF THE OPERA,Majestic,2002
13337,0.98,10/13/2002,13,1130540,10,8,0,THE PRODUCERS,St. James,2002
11896,0.94,10/13/2002,13,833989,10,8,0,THOROUGHLY MODERN MILLIE,Marquis,2002
4541,0.9,10/13/2002,13,320367,10,8,0,URINETOWN,Henry Miller,2002
10859,0.75,10/20/2002,20,730969,10,8,0,42ND STREET '01,Ford Center,2002
12154,0.9,10/20/2002,20,697012,10,8,0,AIDA,Palace,2002
5599,0.73,10/20/2002,20,254147,10,1,7,AMOUR,Music Box,2002
11152,0.92,10/20/2002,20,600436,10,8,0,BEAUTY AND THE BEAST,Lunt-fontanne,2002
6578,0.89,10/20/2002,20,401269,10,8,0,CABARET 98,Studio 54 ('98),2002
8385,0.72,10/20/2002,20,454849,10,8,0,CHICAGO,Shubert,2002
8099,0.97,10/20/2002,20,508133,10,0,5,DANCE OF THE VAMPIRES,Minskoff,2002
7540,0.78,10/20/2002,20,509060,10,5,3,FLOWER DRUM SONG,Virginia,2002
7279,0.87,10/20/2002,20,479940,10,8,0,FRANKIE AND JOHNNY IN THE CLAIRE DE LUNE,Belasco,2002
11560,1.01,10/20/2002,20,965295,10,8,0,HAIRSPRAY,Neil Simon,2002
4466,0.52,10/20/2002,20,173867,10,0,8,HOLLYWOOD ARMS,Cort,2002
7166,0.79,10/20/2002,20,396001,10,8,0,INTO THE WOODS '02,Broadhurst,2002
8617,0.76,10/20/2002,20,405170,10,8,0,LES MIS?RABLES,Imperial,2002
12080,1.01,10/20/2002,20,1024863,10,8,0,MAMMA MIA!,Cadillac Winter Garden,2002
3934,0.76,10/20/2002,20,178807,10,8,0,METAMORPHOSES,Circle In The Square,2002
9665,0.91,10/20/2002,20,631809,10,0,8,MOVIN' OUT,Richard Rodgers,2002
10904,0.82,10/20/2002,20,695631,10,8,0,OKLAHOMA!,Gershwin,2002
4336,0.59,10/20/2002,20,215365,10,8,0,PROOF,Walter Kerr,2002
3870,0.5,10/20/2002,20,228161,10,0,7,PRUNE DANISH,Royale,2002
8494,0.9,10/20/2002,20,443126,10,8,0,RENT,Nederlander,2002
3602,0.76,10/20/2002,20,153733,10,8,0,"SAY GOODNIGHT, GRACIE",Helen Hayes,2002
5240,0.9,10/20/2002,20,258184,10,8,0,THE BOYS FROM SYRACUSE,American Airlines,2002
5083,0.79,10/20/2002,20,249336,10,8,0,"THE GOAT, OR WHO IS SYLVIA?",John Golden,2002
6273,0.73,10/20/2002,20,327138,10,8,0,THE GRADUATE,Plymouth,2002
14495,1.01,10/20/2002,20,1110736,10,8,0,THE LION KING,New Amsterdam,2002
9723,0.76,10/20/2002,20,559109,10,8,0,THE PHANTOM OF THE OPERA,Majestic,2002
13223,0.97,10/20/2002,20,1125299,10,8,0,THE PRODUCERS,St. James,2002
11613,0.92,10/20/2002,20,847274,10,8,0,THOROUGHLY MODERN MILLIE,Marquis,2002
4370,0.87,10/20/2002,20,318812,10,8,0,URINETOWN,Henry Miller,2002
11120,0.77,10/27/2002,27,705883,10,8,0,42ND STREET '01,Ford Center,2002
11845,0.87,10/27/2002,27,678913,10,8,0,AIDA,Palace,2002
2900,0.38,10/27/2002,27,154408,10,8,0,AMOUR,Music Box,2002
10019,0.83,10/27/2002,27,565798,10,8,0,BEAUTY AND THE BEAST,Lunt-fontanne,2002
6205,0.84,10/27/2002,27,371860,10,8,0,CABARET 98,Studio 54 ('98),2002
7973,0.68,10/27/2002,27,439373,10,8,0,CHICAGO,Shubert,2002
12658,0.94,10/27/2002,27,732070,10,0,8,DANCE OF THE VAMPIRES,Minskoff,2002
8753,0.9,10/27/2002,27,613171,10,8,0,FLOWER DRUM SONG,Virginia,2002
7022,0.84,10/27/2002,27,471575,10,8,0,FRANKIE AND JOHNNY IN THE CLAIRE DE LUNE,Belasco,2002
11560,1.01,10/27/2002,27,963257,10,8,0,HAIRSPRAY,Neil Simon,2002
4473,0.52,10/27/2002,27,175604,10,0,8,HOLLYWOOD ARMS,Cort,2002
6739,0.74,10/27/2002,27,373639,10,8,0,INTO THE WOODS '02,Broadhurst,2002
7864,0.69,10/27/2002,27,365371,10,8,0,LES MIS?RABLES,Imperial,2002
12049,1.01,10/27/2002,27,1022005,10,8,0,MAMMA MIA!,Cadillac Winter Garden,2002
3785,0.73,10/27/2002,27,175674,10,8,0,METAMORPHOSES,Circle In The Square,2002
10090,0.95,10/27/2002,27,571748,10,4,4,MOVIN' OUT,Richard Rodgers,2002
9471,0.71,10/27/2002,27,610174,10,8,0,OKLAHOMA!,Gershwin,2002
4488,0.61,10/27/2002,27,216195,10,8,0,PROOF,Walter Kerr,2002
4101,0.53,10/27/2002,27,228835,10,7,0,PRUNE DANISH,Royale,2002
7314,0.77,10/27/2002,27,409520,10,8,0,RENT,Nederlander,2002
3543,0.75,10/27/2002,27,154680,10,8,0,"SAY GOODNIGHT, GRACIE",Helen Hayes,2002
5054,0.79,10/27/2002,27,242970,10,8,0,"THE GOAT, OR WHO IS SYLVIA?",John Golden,2002
5128,0.6,10/27/2002,27,280180,10,8,0,THE GRADUATE,Plymouth,2002
14458,1.01,10/27/2002,27,1110331,10,8,0,THE LION KING,New Amsterdam,2002
9044,0.7,10/27/2002,27,535450,10,8,0,THE PHANTOM OF THE OPERA,Majestic,2002
13141,0.96,10/27/2002,27,1121994,10,8,0,THE PRODUCERS,St. James,2002
11735,0.93,10/27/2002,27,845488,10,8,0,THOROUGHLY MODERN MILLIE,Marquis,2002
4376,0.87,10/27/2002,27,300703,10,8,0,URINETOWN,Henry Miller,2002
9893,0.68,11/03/2002,3,604301,11,8,0,42ND STREET '01,Ford Center,2002
10692,0.79,11/03/2002,3,623759,11,8,0,AIDA,Palace,2002
2815,0.37,11/03/2002,3,138682,11,8,0,AMOUR,Music Box,2002
9451,0.78,11/03/2002,3,542476,11,8,0,BEAUTY AND THE BEAST,Lunt-fontanne,2002
5661,0.77,11/03/2002,3,329445,11,8,0,CABARET 98,Studio 54 ('98),2002
7491,0.64,11/03/2002,3,391894,11,8,0,CHICAGO,Shubert,2002
12148,0.91,11/03/2002,3,723308,11,0,8,DANCE OF THE VAMPIRES,Minskoff,2002
2047,0.27,11/03/2002,3,52164,11,0,7,DEF POETRY JAM,Longacre,2002
8714,0.9,11/03/2002,3,595578,11,8,0,FLOWER DRUM SONG,Virginia,2002
6687,0.8,11/03/2002,3,434464,11,8,0,FRANKIE AND JOHNNY IN THE CLAIRE DE LUNE,Belasco,2002
11560,1.01,11/03/2002,3,954969,11,8,0,HAIRSPRAY,Neil Simon,2002
3771,0.44,11/03/2002,3,170190,11,4,4,HOLLYWOOD ARMS,Cort,2002
5832,0.64,11/03/2002,3,323603,11,8,0,INTO THE WOODS '02,Broadhurst,2002
7130,0.63,11/03/2002,3,345019,11,8,0,LES MIS?RABLES,Imperial,2002
10851,0.91,11/03/2002,3,922136,11,8,0,MAMMA MIA!,Cadillac Winter Garden,2002
3332,0.64,11/03/2002,3,164046,11,8,0,METAMORPHOSES,Circle In The Square,2002
9462,0.89,11/03/2002,3,644036,11,8,0,MOVIN' OUT,Richard Rodgers,2002
8210,0.61,11/03/2002,3,469633,11,8,0,OKLAHOMA!,Gershwin,2002
3622,0.49,11/03/2002,3,175262,11,8,0,PROOF,Walter Kerr,2002
3821,0.58,11/03/2002,3,214206,11,6,0,PRUNE DANISH,Royale,2002
6209,0.66,11/03/2002,3,331463,11,8,0,RENT,Nederlander,2002
2390,0.5,11/03/2002,3,115095,11,8,0,"SAY GOODNIGHT, GRACIE",Helen Hayes,2002
4326,0.67,11/03/2002,3,203583,11,8,0,"THE GOAT, OR WHO IS SYLVIA?",John Golden,2002
4718,0.55,11/03/2002,3,245726,11,8,0,THE GRADUATE,Plymouth,2002
13996,0.98,11/03/2002,3,1074602,11,8,0,THE LION KING,New Amsterdam,2002
8223,0.64,11/03/2002,3,462923,11,8,0,THE PHANTOM OF THE OPERA,Majestic,2002
12036,0.88,11/03/2002,3,1034770,11,8,0,THE PRODUCERS,St. James,2002
9633,0.76,11/03/2002,3,691536,11,8,0,THOROUGHLY MODERN MILLIE,Marquis,2002
3589,0.71,11/03/2002,3,243247,11,8,0,URINETOWN,Henry Miller,2002
10653,0.73,11/10/2002,10,697612,11,8,0,42ND STREET '01,Ford Center,2002
10491,0.77,11/10/2002,10,633318,11,8,0,AIDA,Palace,2002
10217,0.85,11/10/2002,10,627662,11,8,0,BEAUTY AND THE BEAST,Lunt-fontanne,2002
6547,0.89,11/10/2002,10,384993,11,8,0,CABARET 98,Studio 54 ('98),2002
9179,0.79,11/10/2002,10,505774,11,8,0,CHICAGO,Shubert,2002
12169,0.91,11/10/2002,10,734509,11,0,8,DANCE OF THE VAMPIRES,Minskoff,2002
3277,0.37,11/10/2002,10,81582,11,0,8,DEF POETRY JAM,Longacre,2002
9156,0.94,11/10/2002,10,639336,11,8,0,FLOWER DRUM SONG,Virginia,2002
6889,0.83,11/10/2002,10,453739,11,8,0,FRANKIE AND JOHNNY IN THE CLAIRE DE LUNE,Belasco,2002
11544,1.01,11/10/2002,10,981545,11,8,0,HAIRSPRAY,Neil Simon,2002
5165,0.6,11/10/2002,10,236193,11,8,0,HOLLYWOOD ARMS,Cort,2002
6100,0.67,11/10/2002,10,344916,11,8,0,INTO THE WOODS '02,Broadhurst,2002
8762,0.77,11/10/2002,10,418681,11,8,0,LES MIS?RABLES,Imperial,2002
11901,0.99,11/10/2002,10,1007670,11,8,0,MAMMA MIA!,Cadillac Winter Garden,2002
3610,0.69,11/10/2002,10,182222,11,8,0,METAMORPHOSES,Circle In The Square,2002
9828,0.93,11/10/2002,10,772654,11,8,0,MOVIN' OUT,Richard Rodgers,2002
10156,0.76,11/10/2002,10,630708,11,8,0,OKLAHOMA!,Gershwin,2002
4803,0.65,11/10/2002,10,229083,11,8,0,PROOF,Walter Kerr,2002
5192,0.67,11/10/2002,10,288437,11,7,0,PRUNE DANISH,Royale,2002
8234,0.87,11/10/2002,10,441220,11,8,0,RENT,Nederlander,2002
3328,0.7,11/10/2002,10,171872,11,8,0,"SAY GOODNIGHT, GRACIE",Helen Hayes,2002
4864,0.76,11/10/2002,10,260590,11,8,0,"THE GOAT, OR WHO IS SYLVIA?",John Golden,2002
6361,0.74,11/10/2002,10,336838,11,8,0,THE GRADUATE,Plymouth,2002
14489,1.01,11/10/2002,10,1109267,11,8,0,THE LION KING,New Amsterdam,2002
9861,0.77,11/10/2002,10,555417,11,8,0,THE PHANTOM OF THE OPERA,Majestic,2002
12936,0.95,11/10/2002,10,1100028,11,8,0,THE PRODUCERS,St. James,2002
11269,0.89,11/10/2002,10,827175,11,8,0,THOROUGHLY MODERN MILLIE,Marquis,2002
4068,0.81,11/10/2002,10,292352,11,8,0,URINETOWN,Henry Miller,2002
9580,0.66,11/17/2002,17,613380,11,8,0,42ND STREET '01,Ford Center,2002
10061,0.74,11/17/2002,17,609825,11,8,0,AIDA,Palace,2002
8930,0.74,11/17/2002,17,531135,11,8,0,BEAUTY AND THE BEAST,Lunt-fontanne,2002
5798,0.79,11/17/2002,17,341551,11,8,0,CABARET 98,Studio 54 ('98),2002
7940,0.68,11/17/2002,17,450120,11,8,0,CHICAGO,Shubert,2002
12152,0.91,11/17/2002,17,764901,11,0,8,DANCE OF THE VAMPIRES,Minskoff,2002
4144,0.47,11/17/2002,17,135327,11,6,2,DEF POETRY JAM,Longacre,2002
9172,0.94,11/17/2002,17,633708,11,8,0,FLOWER DRUM SONG,Virginia,2002
7091,0.85,11/17/2002,17,450011,11,8,0,FRANKIE AND JOHNNY IN THE CLAIRE DE LUNE,Belasco,2002
11543,1.01,11/17/2002,17,961964,11,8,0,HAIRSPRAY,Neil Simon,2002
5465,0.64,11/17/2002,17,269853,11,8,0,HOLLYWOOD ARMS,Cort,2002
5071,0.56,11/17/2002,17,285211,11,8,0,INTO THE WOODS '02,Broadhurst,2002
8746,0.77,11/17/2002,17,382700,11,8,0,LES MIS?RABLES,Imperial,2002
11339,0.95,11/17/2002,17,961555,11,8,0,MAMMA MIA!,Cadillac Winter Garden,2002
3570,0.69,11/17/2002,17,186990,11,8,0,METAMORPHOSES,Circle In The Square,2002
9579,0.91,11/17/2002,17,750459,11,8,0,MOVIN' OUT,Richard Rodgers,2002
9029,0.68,11/17/2002,17,561965,11,8,0,OKLAHOMA!,Gershwin,2002
4167,0.56,11/17/2002,17,223036,11,8,0,PROOF,Walter Kerr,2002
5370,0.7,11/17/2002,17,319280,11,7,0,PRUNE DANISH,Royale,2002
7353,0.78,11/17/2002,17,389629,11,8,0,RENT,Nederlander,2002
2955,0.62,11/17/2002,17,150305,11,8,0,"SAY GOODNIGHT, GRACIE",Helen Hayes,2002
4498,0.7,11/17/2002,17,246181,11,8,0,"THE GOAT, OR WHO IS SYLVIA?",John Golden,2002
5832,0.68,11/17/2002,17,317175,11,8,0,THE GRADUATE,Plymouth,2002
13968,0.97,11/17/2002,17,1069222,11,8,0,THE LION KING,New Amsterdam,2002
8360,0.65,11/17/2002,17,454591,11,8,0,THE PHANTOM OF THE OPERA,Majestic,2002
12473,0.91,11/17/2002,17,1067352,11,8,0,THE PRODUCERS,St. James,2002
10747,0.85,11/17/2002,17,768066,11,8,0,THOROUGHLY MODERN MILLIE,Marquis,2002
4013,0.79,11/17/2002,17,268569,11,8,0,URINETOWN,Henry Miller,2002
8847,0.61,11/24/2002,24,556370,11,8,0,42ND STREET '01,Ford Center,2002
9814,0.72,11/24/2002,24,565456,11,8,0,AIDA,Palace,2002
9710,0.8,11/24/2002,24,565004,11,8,0,BEAUTY AND THE BEAST,Lunt-fontanne,2002
5800,0.79,11/24/2002,24,332215,11,8,0,CABARET 98,Studio 54 ('98),2002
7749,0.66,11/24/2002,24,416193,11,8,0,CHICAGO,Shubert,2002
11680,0.87,11/24/2002,24,682998,11,0,8,DANCE OF THE VAMPIRES,Minskoff,2002
3862,0.44,11/24/2002,24,134406,11,8,0,DEF POETRY JAM,Longacre,2002
647,0.59,11/24/2002,24,28721,11,0,1,DINNER AT EIGHT,Vivian Beaumont,2002
6665,0.69,11/24/2002,24,497389,11,8,0,FLOWER DRUM SONG,Virginia,2002
7036,0.85,11/24/2002,24,463009,11,8,0,FRANKIE AND JOHNNY IN THE CLAIRE DE LUNE,Belasco,2002
11543,1.01,11/24/2002,24,980420,11,8,0,HAIRSPRAY,Neil Simon,2002
3391,0.4,11/24/2002,24,157975,11,8,0,HOLLYWOOD ARMS,Cort,2002
5792,0.64,11/24/2002,24,331516,11,8,0,INTO THE WOODS '02,Broadhurst,2002
9076,0.8,11/24/2002,24,483598,11,8,0,LES MIS?RABLES,Imperial,2002
11477,0.96,11/24/2002,24,977337,11,8,0,MAMMA MIA!,Cadillac Winter Garden,2002
5092,0.9,11/24/2002,24,340523,11,0,4,MAN OF LA MANCHA,Martin Beck,2002
3289,0.63,11/24/2002,24,160983,11,8,0,METAMORPHOSES,Circle In The Square,2002
9433,0.89,11/24/2002,24,754938,11,8,0,MOVIN' OUT,Richard Rodgers,2002
7387,0.55,11/24/2002,24,447772,11,8,0,OKLAHOMA!,Gershwin,2002
2964,0.94,11/24/2002,24,172916,11,0,4,OUR TOWN,Booth,2002
3094,0.42,11/24/2002,24,147383,11,8,0,PROOF,Walter Kerr,2002
4602,0.6,11/24/2002,24,288327,11,7,0,PRUNE DANISH,Royale,2002
7203,0.76,11/24/2002,24,379771,11,8,0,RENT,Nederlander,2002
2180,0.46,11/24/2002,24,119836,11,8,0,"SAY GOODNIGHT, GRACIE",Helen Hayes,2002
4227,0.66,11/24/2002,24,226145,11,8,0,"THE GOAT, OR WHO IS SYLVIA?",John Golden,2002
4282,0.5,11/24/2002,24,204470,11,8,0,THE GRADUATE,Plymouth,2002
14283,1.0,11/24/2002,24,1094189,11,8,0,THE LION KING,New Amsterdam,2002
8869,0.69,11/24/2002,24,495665,11,8,0,THE PHANTOM OF THE OPERA,Majestic,2002
12525,0.92,11/24/2002,24,1071127,11,8,0,THE PRODUCERS,St. James,2002
10434,0.83,11/24/2002,24,734458,11,8,0,THOROUGHLY MODERN MILLIE,Marquis,2002
3931,0.78,11/24/2002,24,261919,11,8,0,URINETOWN,Henry Miller,2002
12190,0.84,12/01/2002,1,869531,12,8,0,42ND STREET '01,Ford Center,2002
12096,0.89,12/01/2002,1,807121,12,8,0,AIDA,Palace,2002
11702,0.97,12/01/2002,1,848868,12,8,0,BEAUTY AND THE BEAST,Lunt-fontanne,2002
5784,0.79,12/01/2002,1,384792,12,8,0,CABARET 98,Studio 54 ('98),2002
9448,0.81,12/01/2002,1,567754,12,8,0,CHICAGO,Shubert,2002
10752,0.8,12/01/2002,1,760106,12,0,8,DANCE OF THE VAMPIRES,Minskoff,2002
4433,0.51,12/01/2002,1,157265,12,8,0,DEF POETRY JAM,Longacre,2002
4834,0.55,12/01/2002,1,192815,12,0,8,DINNER AT EIGHT,Vivian Beaumont,2002
7624,0.79,12/01/2002,1,591677,12,8,0,FLOWER DRUM SONG,Virginia,2002
6852,0.82,12/01/2002,1,470134,12,8,0,FRANKIE AND JOHNNY IN THE CLAIRE DE LUNE,Belasco,2002
11560,1.01,12/01/2002,1,1013551,12,8,0,HAIRSPRAY,Neil Simon,2002
2109,0.25,12/01/2002,1,108325,12,8,0,HOLLYWOOD ARMS,Cort,2002
3624,0.42,12/01/2002,1,220886,12,0,8,IMAGINARY FRIENDS,Barrymore,2002
7004,0.77,12/01/2002,1,482682,12,8,0,INTO THE WOODS '02,Broadhurst,2002
6115,0.72,12/01/2002,1,439584,12,0,5,LA BOH?ME,Broadway,2002
10828,0.96,12/01/2002,1,656885,12,8,0,LES MIS?RABLES,Imperial,2002
12237,1.02,12/01/2002,1,1051514,12,8,0,MAMMA MIA!,Cadillac Winter Garden,2002
