abandoned,air traffic control tower,belltower,bridge,casino,city,city_id,commercial,completed.year,country,country id,current,education,exhibition,floors above,government,height,hospital,hotel,id,industrial,is completed,is started,latitude,library,longitude,material,multiple,museum,name,number of purposes,observation,office,other,rank,religious,residential,retail,serviced apartments,started.year,telecommunications
False,False,False,False,False,New York City,1641,False,1931,US,163,completed,False,False,102,False,381,False,False,261,False,True,True,40.748420715332,False,-73.98560333252,steel,False,False,Empire State Building,1,False,True,False,18,False,False,False,False,1930,False
False,False,False,False,False,New York City,1641,False,0,US,163,vision,False,False,110,False,368.20001220703,False,False,282,False,False,False,40.757579803467,False,-73.991600036621,steel,False,False,Larkin Building,1,False,True,False,19,False,False,False,False,0,False
False,False,False,False,False,New York City,1641,False,2009,US,163,completed,False,False,55,False,365.79998779297,False,False,291,False,True,True,40.755378723145,False,-73.984352111816,composite,False,False,Bank of America Tower,1,False,True,False,20,False,False,False,False,2004,False
False,False,False,False,False,Houston,1593,False,0,US,163,vision,False,False,0,False,356.61999511719,False,True,19850,False,False,False,0,False,0,steel,False,False,Block 142,3,False,True,False,21,False,True,False,False,0,False
False,False,False,False,False,Las Vegas,1610,False,1996,US,163,completed,False,False,0,False,350.2200012207,False,False,9401,False,True,True,36.147399902344,False,-115.15543365479,concrete,False,False,Stratosphere Tower,1,False,False,False,22,False,False,False,False,1994,True
False,False,False,False,False,Chicago,1539,False,1973,US,163,completed,False,False,83,False,346.26000976562,False,False,339,False,True,True,41.885158538818,False,-87.621452331543,steel,False,False,Aon Center,1,False,True,False,23,False,False,False,False,1970,False
False,False,False,False,False,Chicago,1539,False,1969,US,163,completed,False,False,100,False,343.69000244141,False,False,345,False,True,True,41.89879989624,False,-87.623062133789,steel,False,False,John Hancock Center,2,False,True,False,24,False,True,False,False,1965,False
False,False,False,False,False,Philadelphia,1657,False,2018,US,163,under construction,False,False,59,False,341.67999267578,False,True,16192,False,True,True,39.955020904541,False,-75.170288085938,composite,False,False,Comcast Innovation and Technology Center,2,False,True,False,25,False,False,False,False,2014,False
False,False,False,False,False,Los Angeles,1611,False,2017,US,163,structurally topped out,False,False,73,False,334.9700012207,False,True,9686,False,True,True,34.049900054932,False,-118.26001739502,composite,False,False,Wilshire Grand Center,2,False,True,False,26,False,False,False,False,2013,False
False,False,False,False,False,Shorewood,2217,False,1962,US,163,completed,False,False,0,False,329,False,False,17720,False,True,False,43.09061050415,False,-87.89720916748,steel,False,False,WITI TV Tower,1,False,False,False,27,False,False,False,False,0,True
False,False,False,False,False,New York City,1641,False,2018,US,163,under construction,False,False,80,False,328.88000488281,False,False,273,False,True,True,40.710868835449,False,-74.011573791504,composite,False,False,3 World Trade Center,1,False,True,False,28,False,False,False,False,2010,False
False,False,False,False,False,New York City,1641,False,2018,US,163,under construction,False,False,77,False,320.04000854492,False,False,317,False,True,True,40.761810302734,False,-73.978179931641,concrete,False,False,53 West 53rd,1,False,False,False,29,False,True,False,False,2015,False
False,False,False,False,False,Nashville,1640,False,0,US,163,vision,False,False,77,False,320,False,True,400,False,False,False,36.162590026855,False,-86.780212402344,concrete,False,False,Signature Tower,2,False,False,False,30,False,True,False,False,0,False
False,False,False,False,False,Chicago,1539,False,0,US,163,never completed,False,False,89,False,319.14001464844,False,True,420,False,False,True,41.886520385742,False,-87.631439208984,concrete,False,False,Waterview Tower,2,False,False,False,31,False,True,False,False,2006,False
False,False,False,False,False,New York City,1641,False,1930,US,163,completed,False,False,77,False,318.89999389648,False,False,422,False,True,True,40.751609802246,False,-73.97534942627,steel,False,False,Chrysler Building,1,False,True,False,32,False,False,False,False,1928,False
False,False,False,False,False,New York City,1641,False,2007,US,163,completed,False,False,52,False,318.76998901367,False,False,423,False,True,True,40.756088256836,False,-73.990043640137,steel,False,False,New York Times Tower,1,False,True,False,33,False,False,False,False,2004,False
False,False,False,False,False,New York City,1641,False,2019,US,163,proposed,False,False,66,False,315.16000366211,False,False,8765,False,True,True,40.755950927734,False,-74.001281738281,composite,False,False,3 Hudson Boulevard,2,False,True,False,34,False,True,False,False,2016,False
False,False,False,False,False,Atlanta,1509,False,1992,US,163,completed,False,False,55,False,311.79998779297,False,False,429,False,True,True,33.770790100098,False,-84.386016845703,composite,False,False,Bank of America Plaza,1,False,True,False,35,False,False,False,False,1991,False
False,False,False,False,False,Miami,1632,False,0,US,163,vision,False,False,93,False,311.51000976562,False,False,442,False,False,False,0,False,0,concrete,False,False,Empire World Condo Tower,1,False,False,False,36,False,True,False,False,0,False
False,False,False,False,False,Miami,1632,False,0,US,163,vision,False,False,93,False,311.5,False,True,441,False,False,False,0,False,0,concrete,False,False,Empire World Apartment Tower,2,False,False,False,37,False,True,False,False,0,False
False,False,False,False,False,Los Angeles,1611,False,1990,US,163,completed,False,False,73,False,310.29000854492,False,False,445,False,True,True,34.051040649414,False,-118.25435638428,steel,False,False,U.S. Bank Tower,1,False,True,False,38,False,False,False,False,1987,False
False,False,False,False,False,New York City,1641,False,2018,US,163,under construction,False,False,60,False,310,False,False,14315,False,True,True,40.709468841553,False,-74.012718200684,concrete,False,False,125 Greenwich Street,1,False,False,False,39,False,True,False,False,2015,False
False,False,False,False,False,Chicago,1539,False,1989,US,163,completed,False,False,60,False,306.94000244141,False,False,465,False,True,True,41.880348205566,False,-87.634750366211,composite,False,False,The Franklin - North Tower,1,False,True,False,40,False,False,False,False,1987,False
False,False,False,False,False,New York City,1641,False,2014,US,163,completed,False,False,75,False,306.07000732422,False,True,570,False,True,True,40.765441894531,False,-73.979072570801,steel/concrete,False,False,One57,2,False,False,False,41,False,True,False,False,2009,False
False,False,False,False,False,Houston,1593,False,1982,US,163,completed,False,False,75,False,305.41000366211,False,False,472,False,True,True,29.760419845581,False,-95.363906860352,composite,False,False,JPMorgan Chase Tower,1,False,True,False,42,False,False,False,False,1978,False
False,False,False,False,False,Miami,1632,False,0,US,163,vision,False,False,0,False,303.29998779297,False,False,19910,False,False,False,25.761070251465,False,-80.189308166504,concrete,False,False,Villa Magna I,1,False,False,False,43,False,True,False,False,0,False
False,False,False,False,False,Miami,1632,False,0,US,163,vision,False,False,0,False,303.29998779297,False,False,19911,False,False,False,25.761430740356,False,-80.189239501953,concrete,False,False,Villa Magna II,1,False,False,False,43,False,True,False,False,0,False
False,False,False,False,False,Chicago,1539,False,1990,US,163,completed,False,False,64,False,303.2799987793,False,False,489,False,True,True,41.885368347168,False,-87.622581481934,concrete,False,False,Two Prudential Plaza,1,False,True,False,45,False,False,False,False,1988,False
False,False,False,False,False,Houston,1593,False,1983,US,163,completed,False,False,71,False,302.36999511719,False,False,493,False,True,True,29.758449554443,False,-95.368263244629,steel,False,False,Wells Fargo Plaza,1,False,True,False,46,False,False,False,False,1979,False
False,False,False,False,False,New York City,1641,False,2014,US,163,completed,False,False,65,False,297.73001098633,False,False,545,False,True,True,40.710319519043,False,-74.012176513672,composite,False,False,4 World Trade Center,1,False,True,False,47,False,False,False,False,2008,False
False,False,False,False,False,Philadelphia,1657,False,2008,US,163,completed,False,False,57,False,296.73001098633,False,False,546,False,True,True,39.954738616943,False,-75.168479919434,composite,False,False,Comcast Center,1,False,True,False,48,False,False,False,False,2005,False
False,False,False,False,False,Chicago,1539,False,1990,US,163,completed,False,False,65,False,292.92001342773,False,False,563,False,True,True,41.877391815186,False,-87.635559082031,concrete,False,False,311 South Wacker Drive,1,False,True,False,49,False,False,False,False,1988,False
False,False,False,False,False,New York City,1641,False,1932,US,163,completed,False,False,67,False,290.17001342773,False,False,18405,False,True,True,40.706340789795,False,-74.007667541504,steel,False,False,70 Pine,1,False,True,False,50,False,False,False,False,1930,False
False,False,False,False,False,New York City,1641,False,0,US,163,vision,False,False,57,False,289.55999755859,False,False,12389,False,False,False,0,False,0,concrete,False,False,SNCI NYC Tower,1,False,False,False,51,False,True,False,False,0,False
False,False,False,False,False,Cleveland,1543,False,1991,US,163,completed,False,False,57,False,288.64999389648,False,False,585,False,True,True,41.500999450684,False,-81.693908691406,composite,False,False,Key Tower,1,False,True,False,52,False,False,False,False,1988,False
False,False,False,False,False,Philadelphia,1657,False,1987,US,163,completed,False,False,61,False,288.04000854492,False,False,593,False,True,False,39.952560424805,False,-75.16813659668,steel,False,False,One Liberty Place,1,False,True,False,53,False,False,False,False,0,False
False,False,False,False,False,New York City,1641,False,2016,US,163,architecturally topped out,False,False,67,False,285.60000610352,False,True,652,False,True,True,40.712749481201,False,-74.009078979492,concrete,False,False,30 Park Place,2,False,False,False,54,False,True,False,False,2008,False
False,False,False,False,False,Seattle,1680,False,1984,US,163,completed,False,False,76,False,284.38000488281,False,False,611,False,True,True,47.604640960693,False,-122.33059692383,composite,False,False,Columbia Center,1,False,True,False,55,False,False,False,False,1982,False
False,False,False,False,False,New York City,1641,False,1930,US,163,completed,False,False,71,False,282.54998779297,False,False,619,False,True,True,40.706920623779,False,-74.009803771973,steel,False,False,The Trump Building,1,False,True,False,56,False,False,False,False,1929,False
False,False,False,False,False,Dallas,1554,False,1985,US,163,completed,False,False,72,False,280.7200012207,False,False,630,False,True,True,32.780040740967,False,-96.803939819336,composite,False,False,Bank of America Plaza,1,False,True,False,57,False,False,False,False,1983,False
False,False,False,False,False,New York City,1641,False,1977,US,163,completed,False,False,63,False,278.89999389648,False,False,648,False,True,True,40.758571624756,False,-73.97038269043,steel,False,False,Citigroup Center,1,False,True,False,58,False,False,False,False,1974,False
False,False,False,False,False,New York City,1641,False,2018,US,163,under construction,False,False,70,False,278.57998657227,False,False,14783,False,True,True,40.753528594971,False,-74.002899169922,concrete,False,False,15 Hudson Yards,1,False,False,False,59,False,True,False,False,2014,False
False,False,False,False,False,Dallas,1554,False,0,US,163,vision,False,False,0,False,278.2799987793,False,True,9263,False,False,False,0,False,0,concrete,False,False,Dallas Tower,2,False,True,False,60,False,False,False,False,0,False
False,False,False,False,False,Houston,1593,False,1982,US,163,completed,False,False,64,False,274.63000488281,False,False,661,False,True,True,29.737190246582,False,-95.461212158203,steel,False,False,Williams Tower,1,False,True,False,61,False,False,False,False,1981,False
False,False,False,False,False,New York City,1641,False,2018,US,163,under construction,False,False,42,False,272.20001220703,False,False,14787,False,True,True,40.760459899902,False,-73.971099853516,composite,False,False,425 Park Avenue,1,False,True,False,62,False,False,False,False,2015,False
False,False,False,False,False,Seattle,1680,False,0,US,163,proposed,False,False,60,False,270.66000366211,False,False,16020,False,False,False,47.604339599609,False,-122.33361053467,steel,False,False,888 2nd Avenue,2,False,True,False,63,False,True,False,False,0,False
False,False,False,False,False,Dallas,1554,False,1986,US,163,completed,False,False,56,False,270.05999755859,False,False,683,False,True,False,32.781261444092,False,-96.801918029785,steel,False,False,Renaissance Tower,1,False,True,False,64,False,False,False,False,0,False
False,False,False,False,False,New York City,1641,False,2016,US,163,architecturally topped out,False,False,52,False,267.67001342773,False,False,13326,False,True,True,40.752849578857,False,-74.001327514648,composite,False,False,10 Hudson Yards,1,False,True,False,65,False,False,False,False,2013,False
False,False,False,False,False,Charlotte,1544,False,1992,US,163,completed,False,False,60,False,265.48001098633,False,False,711,False,True,True,35.227291107178,False,-80.842086791992,concrete,False,False,Bank of America Corporate Center,1,False,True,False,66,False,False,False,False,1989,False
False,False,False,False,False,New York City,1641,False,2011,US,163,completed,False,False,76,False,265.17999267578,False,False,699,False,True,True,40.710861206055,False,-74.005668640137,concrete,False,False,Eight Spruce Street,1,False,False,False,67,False,True,False,False,2006,False
False,False,False,False,False,Chicago,1539,False,1989,US,163,completed,False,False,66,False,265,False,True,708,False,True,False,41.899658203125,False,-87.624710083008,concrete/steel,False,False,900 North Michigan Avenue,4,False,True,False,68,False,True,True,False,0,False
False,False,False,False,False,Midland,1624,False,0,US,163,vision,False,False,53,False,264.95999145508,False,True,15189,False,False,False,31.997970581055,False,-102.07623291016,composite,False,False,Energy Tower at City Center,3,False,True,False,69,False,True,False,False,0,False
False,False,False,False,False,Atlanta,1509,False,1992,US,163,completed,False,False,60,False,264.25,False,False,724,False,True,True,33.762699127197,False,-84.38646697998,concrete,False,False,SunTrust Plaza,1,False,True,False,70,False,False,False,False,1989,False
False,False,False,False,False,New York City,1641,False,2001,US,163,completed,False,False,72,False,262.44000244141,False,False,735,False,True,True,40.752521514893,False,-73.967666625977,concrete,False,False,Trump World Tower,1,False,False,False,71,False,True,False,False,1999,False
False,False,False,False,False,Chicago,1539,False,1976,US,163,completed,False,False,74,False,261.88000488281,False,True,739,False,True,True,41.897968292236,False,-87.622840881348,concrete,False,False,Water Tower Place,3,False,False,False,72,False,True,True,False,1972,False
False,False,False,False,False,Chicago,1539,False,2009,US,163,completed,False,False,86,False,261.75,False,True,886,False,True,True,41.886478424072,False,-87.619918823242,concrete,False,False,Aqua,2,False,False,False,73,False,True,False,False,2007,False
False,False,False,False,False,Los Angeles,1611,False,1974,US,163,completed,False,False,62,False,261.51998901367,False,False,744,False,True,False,34.049228668213,False,-118.25686645508,steel,False,False,Aon Center,1,False,True,False,74,False,False,False,False,0,False
False,False,False,False,False,San Francisco,1683,False,1972,US,163,completed,False,False,48,False,260,False,False,772,False,True,True,37.795238494873,False,-122.40273284912,composite,False,False,Transamerica Pyramid,1,False,True,False,75,False,False,False,False,1969,False
False,False,False,False,False,New York City,1641,False,1933,US,163,completed,False,False,70,False,259.07998657227,False,False,775,False,True,True,40.758991241455,False,-73.979393005371,steel,False,False,Comcast Building,1,False,True,False,76,False,False,False,False,1931,False
False,False,False,False,False,Chicago,1539,False,1969,US,163,completed,False,False,60,False,259.07998657227,False,False,779,False,True,True,41.881610870361,False,-87.630241394043,steel,False,False,Chase Tower,1,False,True,False,77,False,False,False,False,1966,False
False,False,False,False,False,Philadelphia,1657,False,1990,US,163,completed,False,False,58,False,258.4700012207,False,False,783,False,True,False,39.951690673828,False,-75.167427062988,steel,False,False,Two Liberty Place,2,False,True,False,78,False,True,False,False,0,False
False,False,False,False,False,Chicago,1539,False,2000,US,163,completed,False,False,68,False,257.35000610352,False,True,793,False,True,True,41.897029876709,False,-87.625137329102,concrete,False,False,Park Tower,2,False,False,False,79,False,True,False,False,1998,False
False,False,False,False,False,Oklahoma City,1645,False,2012,US,163,completed,False,False,52,False,257.23001098633,False,False,623,False,True,True,35.466861724854,False,-97.517631530762,concrete,False,False,Devon Energy Center,1,False,True,False,80,False,False,False,False,2009,False
False,False,False,False,False,Miami,1632,True,0,US,163,proposed,False,False,52,False,257,False,False,17153,False,False,False,25.759969711304,False,-80.191963195801,concrete,False,False,Banco Santander Tower,1,False,False,False,81,False,False,False,False,0,False
False,False,False,False,False,Chicago,1539,False,2018,US,163,proposed,False,False,67,False,256.95001220703,False,False,17214,False,True,True,41.891578674316,False,-87.615608215332,concrete,False,False,One Bennett Park,1,False,False,False,82,False,True,False,False,2016,False
False,False,False,False,False,Pittsburgh,1661,False,1970,US,163,completed,False,False,64,False,256.33999633789,False,False,801,False,True,True,40.441291809082,False,-79.994636535645,steel,False,False,U.S. Steel Tower,1,False,True,False,83,False,False,False,False,1967,False
False,False,False,False,False,New York City,1641,False,2019,US,163,under construction,False,False,68,False,253.30000305176,False,False,16055,False,True,True,40.710468292236,False,-73.991241455078,concrete,False,False,One Manhattan Square,1,False,False,False,84,False,True,False,False,2015,False
False,False,False,False,False,Miami,1632,False,0,US,163,vision,False,False,76,False,252.38000488281,False,False,829,False,False,False,25.772119522095,False,-80.18953704834,concrete,False,False,Met 3,1,False,False,False,85,False,True,False,False,0,False
False,False,False,False,False,Miami,1632,False,2017,US,163,under construction,False,False,80,False,250.55000305176,False,True,781,False,True,True,25.763240814209,False,-80.190406799316,concrete,False,False,Panorama Tower,2,False,False,False,86,False,True,False,False,2014,False
False,False,False,False,False,New York City,1641,False,2016,US,163,architecturally topped out,False,False,57,False,250.24000549316,False,False,844,False,True,True,40.717609405518,False,-74.006332397461,concrete,False,False,56 Leonard Street,1,False,False,False,87,False,True,False,False,2008,False
False,False,False,False,False,Atlanta,1509,False,1987,US,163,completed,False,False,50,False,249.94000244141,False,False,874,False,True,False,33.787010192871,False,-84.387336730957,composite,False,False,One Atlantic Center,1,False,True,False,88,False,False,False,False,0,False
False,False,False,False,False,Chicago,1539,False,2010,US,163,completed,False,False,73,False,249.33000183105,False,False,887,False,True,True,41.881351470947,False,-87.625640869141,concrete,False,False,The Legacy at Millennium Park,1,False,False,False,89,False,True,False,False,2007,False
False,False,False,False,False,New York City,1641,False,1987,US,163,completed,False,False,75,False,248.11000061035,False,False,895,False,True,False,40.764198303223,False,-73.979698181152,concrete,False,False,CitySpire,2,False,True,False,90,False,True,False,False,0,False
False,False,False,False,False,New York City,1641,False,1961,US,163,completed,False,False,60,False,247.80999755859,False,False,900,False,True,True,40.707820892334,False,-74.009048461914,steel,False,False,28 Liberty,2,False,True,False,91,False,False,True,False,1957,False
False,False,False,False,False,New York City,1641,False,1999,US,163,completed,False,False,48,False,246.53999328613,False,False,907,False,True,True,40.755939483643,False,-73.985801696777,steel,False,False,4 Times Square,1,False,True,False,92,False,False,False,False,1996,False
False,False,False,False,False,New York City,1641,False,1963,US,163,completed,False,False,59,False,246.2799987793,False,False,909,False,True,True,40.753421783447,False,-73.976669311523,steel,False,False,MetLife Building,1,False,True,False,93,False,False,False,False,1960,False
False,False,False,False,False,New York City,1641,False,2004,US,163,completed,False,False,54,False,245.61999511719,False,False,917,False,True,True,40.761741638184,False,-73.967987060547,concrete/steel,False,False,Bloomberg Tower,2,False,True,False,94,False,True,False,False,2000,False
False,False,False,False,False,San Francisco,1683,False,2017,US,163,under construction,False,False,54,False,244.44999694824,False,False,664,False,True,True,37.789749145508,False,-122.39515686035,steel,False,False,181 Fremont,2,False,True,False,95,False,True,False,False,2014,False
False,False,False,False,False,Philadelphia,1657,False,1990,US,163,completed,False,False,54,False,241.41000366211,False,False,971,False,True,False,39.953578948975,False,-75.169548034668,composite,False,False,Mellon Bank Center,1,False,True,False,96,False,False,False,False,0,False
False,False,False,False,False,New York City,1641,False,1913,US,163,completed,False,False,57,False,241.39999389648,False,False,969,False,True,True,40.712390899658,False,-74.008201599121,steel,False,False,Woolworth Building,1,False,True,False,97,False,False,False,False,1910,False
False,False,False,False,False,Minneapolis,1627,False,1973,US,163,completed,False,False,55,False,241.38000488281,False,False,968,False,True,True,44.97599029541,False,-93.272636413574,composite,False,False,IDS Tower,1,False,True,False,98,False,False,False,False,1969,False
False,False,False,False,False,Chicago,1539,False,0,US,163,vision,False,False,73,False,241,False,False,973,False,False,False,41.867088317871,False,-87.623039245605,concrete,False,False,Grant Park Tower III,1,False,False,False,99,False,True,False,False,0,False
False,False,False,False,False,Boston,1524,False,1976,US,163,completed,False,False,62,False,240.78999328613,False,False,974,False,True,True,42.349319458008,False,-71.075103759766,steel,False,False,200 Clarendon,1,False,True,False,100,False,False,False,False,1972,False
False,False,False,False,False,Miami,1632,False,2003,US,163,completed,False,False,64,False,240.41000366211,False,True,977,False,True,True,25.759029388428,False,-80.191772460938,concrete,False,False,Four Seasons Hotel & Tower,3,False,True,False,101,False,True,False,False,2000,False
False,False,False,False,False,Dallas,1554,False,1987,US,163,completed,False,False,60,False,239.88000488281,False,False,984,False,True,False,32.781631469727,False,-96.796318054199,composite,False,False,Comerica Bank Tower,1,False,True,False,102,False,False,False,False,0,False
False,False,False,False,False,Charlotte,1544,False,2010,US,163,completed,False,False,48,False,239.69999694824,False,False,1077,False,True,True,35.223899841309,False,-80.848602294922,concrete/steel,False,False,Duke Energy Center,1,False,True,False,103,False,False,False,False,2007,False
False,False,False,False,False,Chicago,1539,False,2009,US,163,completed,False,False,60,False,239.11999511719,False,False,1009,False,True,True,41.888221740723,False,-87.633171081543,composite,False,False,300 North LaSalle,1,False,True,False,104,False,False,False,False,2006,False
False,False,False,False,False,Jersey City,1605,False,2004,US,163,completed,False,False,42,False,238.05000305176,False,False,1025,False,True,True,40.712909698486,False,-74.033752441406,steel,False,False,30 Hudson Street,1,False,True,False,105,False,False,False,False,2001,False
False,False,False,False,False,New York City,1641,False,2018,US,163,under construction,False,False,54,False,237.91999816895,False,False,14878,False,True,True,40.763698577881,False,-73.97029876709,concrete,False,False,520 Park Avenue,1,False,False,False,106,False,True,False,False,2015,False
False,False,False,False,False,Houston,1593,False,1983,US,163,completed,False,False,56,False,237.75,False,False,1026,False,True,True,29.760749816895,False,-95.366592407227,steel,False,False,Bank of America Center,1,False,True,False,107,False,False,False,False,1981,False
False,False,False,False,False,San Francisco,1683,False,1969,US,163,completed,False,False,52,False,237.44000244141,False,False,1027,False,True,False,37.792098999023,False,-122.40380096436,steel,False,False,555 California Street,1,False,True,False,108,False,False,False,False,0,False
False,False,False,False,False,New York City,1641,False,1989,US,163,completed,False,False,47,False,237.13999938965,False,False,1030,False,True,True,40.762229919434,False,-73.986953735352,steel,False,False,1 Worldwide Plaza,1,False,True,False,109,False,False,False,False,1986,False
False,False,False,False,False,New York City,1641,False,2017,US,163,architecturally topped out,False,False,64,False,237.05999755859,False,False,1306,False,True,True,40.707721710205,False,-74.015060424805,concrete,False,False,50 West,1,False,False,False,110,False,True,False,False,2008,False
False,False,False,False,False,Minneapolis,1627,False,1992,US,163,completed,False,False,56,False,236.5299987793,False,False,1031,False,True,True,44.976329803467,False,-93.268646240234,composite,False,False,Capella Tower,1,False,True,False,111,False,False,False,False,1989,False
False,False,False,False,False,Minneapolis,1627,False,1988,US,163,completed,False,False,56,False,236.32000732422,False,False,1033,False,True,False,44.976928710938,False,-93.27091217041,composite,False,False,Wells Fargo Center,1,False,True,False,112,False,False,False,False,0,False
False,False,False,False,False,Seattle,1680,False,1988,US,163,completed,False,False,55,False,235.30999755859,False,False,1045,False,True,True,47.607269287109,False,-122.3360824585,steel,False,False,1201 Third Avenue Tower,1,False,True,False,113,False,False,False,False,1986,False
False,False,False,False,False,Atlanta,1509,False,1992,US,163,completed,False,False,50,False,234.69999694824,False,False,1062,False,True,False,33.758941650391,False,-84.386688232422,composite,False,False,191 Peachtree Tower,1,False,True,False,114,False,False,False,False,0,False
False,False,False,False,False,Chicago,1539,False,1981,US,163,completed,False,False,57,False,233.64999389648,False,False,1071,False,True,False,41.882381439209,False,-87.630569458008,composite,False,False,Three First National Plaza,1,False,True,False,115,False,False,False,False,0,False
False,False,False,False,False,Miami,1632,False,1983,US,163,completed,False,False,55,False,232.80000305176,False,False,1075,False,True,True,25.772239685059,False,-80.187423706055,composite,False,False,Southeast Financial Center,1,False,True,False,116,False,False,False,False,1982,False
False,False,False,False,False,Houston,1593,False,1987,US,163,completed,False,False,53,False,232.25999450684,False,False,1079,False,True,True,29.758800506592,False,-95.370780944824,steel,False,False,Heritage Plaza,1,False,True,False,117,False,False,False,False,1984,False
False,False,False,False,False,New York City,1641,False,1991,US,163,completed,False,False,60,False,230.74000549316,False,False,1090,False,True,True,40.764808654785,False,-73.979629516602,concrete,False,False,Carnegie Hall Tower,1,False,True,False,118,False,False,False,False,1988,False
False,False,False,False,False,Houston,1593,False,2017,US,163,under construction,False,False,49,False,230.66000366211,False,False,15530,False,True,True,29.759349822998,False,-95.362442016602,steel/concrete,False,False,609 Main at Texas,2,False,True,False,119,False,False,True,False,2014,False
False,False,False,False,False,Chicago,1539,False,1992,US,163,completed,False,False,50,False,230.47999572754,False,False,1096,False,True,True,41.884811401367,False,-87.630546569824,composite,False,False,Chicago Title & Trust Center,1,False,True,False,120,False,False,False,False,1990,False
False,False,False,False,False,Houston,1593,False,1980,US,163,completed,False,False,55,False,230.39999389648,False,False,1093,False,True,False,29.757810592651,False,-95.36897277832,composite,False,False,Enterprise Plaza,1,False,True,False,121,False,False,False,False,0,False
